gbif_id,taxon_name,decimal_latitude,decimal_longitude
2284343282,Carex_stipata,30.565,-84.9603
2268983512,Carex_stipata,37.2594,-90.40287
1852087931,Carex_stipata,34.32,-79.28
2242359558,Carex_stipata,39.311389,-105.044444
2242358862,Carex_stipata,39.54862,-105.09559
2242358489,Carex_stipata,39.308333,-105.045
1849097745,Carex_stipata,32.661515,-80.388273
1849098687,Carex_stipata,32.909814,-79.60427
1852052296,Carex_stipata,28.8956,-82.5811
2242355004,Carex_stipata,39.31047,-105.04337
2243028471,Carex_stipata,36.2854,-82.8546
2242357761,Carex_stipata,39.5486,-105.09599
1929380841,Carex_stipata,41.67101,-73.57542
1585945144,Carex_stipata,60.989167,-149.104722
2242359387,Carex_stipata,39.31063,-105.04335
1989143419,Carex_stipata,42.49117,-85.83501
1929368518,Carex_stipata,44.731519,-67.103014
1929461533,Carex_stipata,41.67556,-73.57519
2268884538,Carex_stipata,38.465278,-90.807778
1931170348,Carex_stipata,44.73165,-67.098883
1929751471,Carex_stipata,44.716253,-67.117028
2242354273,Carex_stipata,39.30714,-105.04518
1258182532,Carex_stipata,37.1772,-90.11774
1829025816,Carex_stipata,39.2377,141.3641
1828740434,Carex_stipata,36.24886,138.47711
1929374498,Carex_stipata,38.2225,-75.3639
1988761844,Carex_stipata,42.305217,-83.709532
1899328242,Carex_stipata,44.7250019990568,-79.045991
1503279430,Carex_stipata,37.7953,-82.1078
1842914493,Carex_stipata,36.7431099990952,-106.4349
2243060843,Carex_stipata,43.115,141.125
1842914416,Carex_stipata,36.7431499990952,-106.4349
1932899933,Carex_stipata,45.679,-122.599
1258054533,Carex_stipata,37.42558,-90.13376
1258054186,Carex_stipata,37.42544,-90.1349
997427529,Carex_stipata,39.51994,-95.72151
1829021748,Carex_stipata,39.419,141.7
1978879787,Carex_stipata,42.09405,-84.45721
1989441437,Carex_stipata,47.961667,-94.363611
1828739523,Carex_stipata,36.09555,138.48389
1829021827,Carex_stipata,40.14,141.414
1989299782,Carex_stipata,43.890143,-85.940465
2242416882,Carex_stipata,39.54316,-105.21692
1417513087,Carex_stipata,48.214317,-79.188483
2244512322,Carex_stipata,36.116667,138.2
1291052390,Carex_stipata,53.588587,-114.146884
2265591638,Carex_stipata,47.493517,-95.1312
1929972312,Carex_stipata,29.98228,-81.67631
1503271437,Carex_stipata,29.9794,-81.6764
1927780537,Carex_stipata,38.8979,-76.670325
1836733988,Carex_stipata,38.8979,-76.6703
1929801166,Carex_stipata,38.33008,-79.27206
1988103680,Carex_stipata,49.43,-121.77
1932899837,Carex_stipata,40.762,-74.7101
1927859931,Carex_stipata,38.760108,-75.742181
2265967563,Carex_stipata,44.233611,-92.142222
2265594015,Carex_stipata,44.811383,-93.942467
2265593457,Carex_stipata,46.007483,-93.88315
2265590996,Carex_stipata,44.233567,-92.142333
1928183460,Carex_stipata,39.065439,-76.835444
2265591856,Carex_stipata,45.86775,-94.1485
1828826417,Carex_stipata,43.085,145.065
1248711249,Carex_stipata,46.343889,-71.251667
1248711271,Carex_stipata,47.702361,-69.701472
1846555454,Carex_stipata,34.47833,-111.1774
1828826386,Carex_stipata,43.0819,145.0827
1988092225,Carex_stipata,49.073,-122.1962
2244422198,Carex_stipata,35.474093,139.428052
2265591209,Carex_stipata,46.63315,-94.041167
2270571741,Carex_stipata,32.6622,-109.872
1146321678,Carex_stipata,57.1815,-135.61338
1503268778,Carex_stipata,30.17,-82.1844
1930818821,Carex_stipata,30.17,-82.18444
1928613891,Carex_stipata,28.656322,-81.170447
1503268535,Carex_stipata,28.6564,-81.1706
1931265931,Carex_stipata,39.25817,-79.40881
1030476487,Carex_stipata,42.718433,-84.475617
1930239938,Carex_stipata,39.301256,-79.416844
1978879940,Carex_stipata,41.9683,-83.9447
2265454045,Carex_stipata,44.66667,-93.06667
1989270556,Carex_stipata,42.3239,-83.6771
1989194403,Carex_stipata,42.32045,-85.12242
1978879756,Carex_stipata,42.3471,-84.1818
1928208480,Carex_stipata,39.25711,-79.34744
1899328107,Carex_stipata,44.6142119990568,-78.947736
2265591312,Carex_stipata,46.335467,-95.873033
1978898915,Carex_stipata,42.0888,-84.1166
1843914669,Carex_stipata,35.76933,-105.34002
2265592450,Carex_stipata,46.537778,-95.955278
1978878994,Carex_stipata,42.5081,-83.8399
1030476460,Carex_stipata,42.718567,-84.476167
1843915054,Carex_stipata,35.76706,-105.35007
1828740813,Carex_stipata,36.32071,138.50983
1930802443,Carex_stipata,38.73264,-87.85958
2265592178,Carex_stipata,46.175483,-95.2202
2265592272,Carex_stipata,46.652,-95.349883
1899281753,Carex_stipata,44.5162899990569,-78.89883
2265592805,Carex_stipata,46.518317,-95.74425
1989518089,Carex_stipata,42.35165,-85.74033
2310769375,Carex_stipata,45.54,-73.16
2242397967,Carex_stipata,37.4544659990889,-106.917532
1829905331,Carex_stipata,39.89861,140.690271
2311232558,Carex_stipata,45.55,-88.67
1503263707,Carex_stipata,29.3972,-83.0214
1257900049,Carex_stipata,40.912222,-74.556111
1928482000,Carex_stipata,35.533622,-77.083267
1928312715,Carex_stipata,39.41303,-79.37336
1930241980,Carex_stipata,40.9122,-74.5561
1318753013,Carex_stipata,39.037,-76.7516
2243060959,Carex_stipata,43.177,140.939
1257854938,Carex_stipata,37.01452,-92.05379
1929223217,Carex_stipata,39.60542,-78.95461
1248711290,Carex_stipata,45.439114,-72.890728
