family	allmb_name	gbif_species_key	num_occurrences	crop_state	myco_state	woody_state
Fabaceae	Aphanocalyx_microphyllus_subsp._microphyllus	2954240	608		ecto	
Fabaceae	Dalbergia_hupeana	2968584	608		neither	
Fabaceae	Brownea_grandiceps	2970463	623		arbuscular	
Fabaceae	Calpocalyx_dinklagei	2932964	632		arbuscular	
Fabaceae	Havardia_albicans	2933859	641		arbuscular	
Fabaceae	Mimosa_polyantha	2969577	668		arbuscular	
Fabaceae	Lupinus_longifolius	2964141	677			ancestral
Fabaceae	Calliandra_parvifolia	2981824	699		ecto	
Fabaceae	Vatairea_macrocarpa	2965132	703		arbuscular	
Fabaceae	Elephantorrhiza_elephantina	2933010	705		arbuscular	
Fabaceae	Machaerium_opacum	5355028	707		arbuscular	
Fabaceae	Clitoria_fairchildiana	2946600	734		neither	
Fabaceae	Vachellia_cornigera	3795572	752		ecto	
Fabaceae	Pseudopiptadenia_psilostachya	2952915	797		neither	
Fabaceae	Saraca_declinata	5359533	806		arbuscular	
Fabaceae	Archidendron_lucidum	2941456	810		neither	
Fabaceae	Peltogyne_paniculata_subsp._pubescens	2952728	815		arbuscular	
Fabaceae	Schotia_brachypetala	2959242	824		arbuscular	
Fabaceae	Holocalyx_balansae	2943127	835		arbuscular	
Fabaceae	Baphia_laurifolia	5352590	850		neither	
Fabaceae	Baphia_massaiensis	5352622	886		arbuscular	
Fabaceae	Calliandra_brevipes	2981785	913		arbuscular	
Fabaceae	Sutherlandia_frutescens	5358193	926			derived
Fabaceae	Amburana_cearensis	2945821	948		arbuscular	
Fabaceae	Lupinus_chamissonis	2963889	969			derived
Fabaceae	Albizia_inundata	2973063	972		arbuscular	
Fabaceae	Vachellia_campechiana	7266124	1021		arbuscular	
Fabaceae	Arachis_duranensis	5353841	1047	progenitor		
Fabaceae	Myroxylon_balsamum	5357190	1054		arbuscular	
Fabaceae	Calliandra_carbonaria	2982031	1120		neither	
Fabaceae	Acacia_confusa	2978466	1132		ecto	
Fabaceae	Pseudopiptadenia_contorta	2952922	1134		neither	
Fabaceae	Acacia_crassicarpa	2979506	1160		ecto	
Fabaceae	Vachellia_constricta	3795576	1184		arbuscular	
Fabaceae	Castanospermum_australe	2952129	1225		arbuscular	
Fabaceae	Cladrastis_kentukea	2945513	1228		arbuscular	
Fabaceae	Acacia_tenuissima	2979227	1247		ecto	
Fabaceae	Pterocarpus_lucens_subsp._lucens	5349254	1262		neither	
Fabaceae	Albizia_polycephala	2973294	1288		neither	
Fabaceae	Zygia_longifolia	5347452	1295		neither	
Fabaceae	Hydrochorea_corymbosa	2977475	1310		neither	
Fabaceae	Acacia_dimidiata	2980626	1338		arbuscular	
Fabaceae	Balizia_pedicellaris	2973147	1348		arbuscular	
Fabaceae	Prosopis_velutina	5358538	1375		neither	
Fabaceae	Mundulea_sericea	2933885	1449		arbuscular	
Fabaceae	Dalbergia_monetaria	2968858	1460		neither	
Fabaceae	Stryphnodendron_adstringens	2951737	1476		arbuscular	
Fabaceae	Dalbergia_melanoxylon	2968897	1482		arbuscular	
Fabaceae	Entada_polystachya	2976206	1487		neither	
Fabaceae	Bobgunnia_madagascariensis	2981738	1496		arbuscular	
Fabaceae	Dalbergia_miscolobium	2968927	1535		arbuscular	
Fabaceae	Swainsona_phacoides	2943486	1595		arbuscular	
Fabaceae	Cojoba_arborea	2981383	1603		neither	
Fabaceae	Pterocarpus_angolensis	5349240	1615		arbuscular	
Fabaceae	Dussia_lehmannii	2968245	1652		neither	
Fabaceae	Mucuna_gigantea	2951381	1660		neither	
Fabaceae	Acacia_platycarpa	2981312	1670		ecto	
Fabaceae	Calliandra_eriophylla	2982181	1674		arbuscular	
Fabaceae	Acacia_torulosa	2980904	1721		ecto	
Fabaceae	Erythrina_fusca	5349620	1729		neither	
Fabaceae	Vachellia_macracantha	3795445	1793		ecto	
Fabaceae	Tachigali_peruviana	2952587	1818		neither	
Fabaceae	Brachystegia_boehmii	2952673	1840		ecto	
Fabaceae	Medicago_arborea	2965379	1842			derived
Fabaceae	Alhagi_maurorum	2945092	1862		arbuscular	
Fabaceae	Macrolobium_acaciifolium	2948882	1865		arbuscular	
Fabaceae	Swainsona_microphylla_subsp._glabrescens	2943452	1869			non-woody
Fabaceae	Adenanthera_pavonina	2951846	1902		arbuscular	
Fabaceae	Pithecellobium_unguis-cati	2962854	1904		neither	
Fabaceae	Wisteria_sinensis	2977331	1964		arbuscular	
Fabaceae	Sophora_microphylla	2959082	2053		neither	
Fabaceae	Faidherbia_albida	5360150	2058		arbuscular	
Fabaceae	Sophora_japonica	2963569	2081		neither	
Fabaceae	Intsia_bijuga	2963211	2083		ecto	
Fabaceae	Pithecellobium_clypearia	2941309	2140		arbuscular	
Fabaceae	Glycyrrhiza_glabra	2965732	2142		arbuscular	
Fabaceae	Carmichaelia_australis	5348429	2149		neither	derived
Fabaceae	Lupinus_excubitus	2964456	2205			derived
Fabaceae	Pterodon_emarginatus	5342608	2289		arbuscular	
Fabaceae	Haematoxylum_campechianum	2950903	2372		arbuscular	
Fabaceae	Cassia_fistula	5357108	2375		arbuscular	
Fabaceae	Senegalia_tenuifolia	2979126	2421		ecto	
Fabaceae	Indigofera_tinctoria	2972043	2473		arbuscular	
Fabaceae	Hedysarum_alpinum	2949263	2697			non-woody
Fabaceae	Oxytropis_lambertii	5360970	2811		arbuscular	non-woody
Fabaceae	Swartzia_simplex	5352047	2909		neither	
Fabaceae	Baptisia_bracteata	2976054	2934		arbuscular	
Fabaceae	Acacia_holosericea	2978751	2937		ecto	
Fabaceae	Wisteria_floribunda	2977323	3083		neither	
Fabaceae	Onobrychis_arenaria_subsp._tommasinii	2972841	3124		arbuscular	
Fabaceae	Leptolobium_elegans	2970516	3168		arbuscular	
Fabaceae	Prosopis_africana	5358514	3239		neither	
Fabaceae	Hedysarum_spinosissimum	2960982	3249		arbuscular	
Fabaceae	Andira_inermis	2952214	3289		neither	
Fabaceae	Acacia_leiocalyx	2979974	3332		ecto	
Fabaceae	Mucuna_pruriens	2951499	3356		arbuscular	
Fabaceae	Senegalia_senegal	3977346	3425		ecto	
Fabaceae	Dialium_guianense	2971008	3483		arbuscular	
Fabaceae	Indigofera_linifolia_var._linifolia	2971525	3744		arbuscular	
Fabaceae	Acacia_maidenii	2980396	3867		ecto	
Fabaceae	Machaerium_aculeatum	5354969	3911		neither	
Fabaceae	Vachellia_seyal	3974722	3983		ecto	
Fabaceae	Bossiaea_obcordata	2968327	4000		arbuscular	
Fabaceae	Sesbania_sesban	2970648	4109		arbuscular	
Fabaceae	Acacia_obtusifolia	2980237	4115		both	
Fabaceae	Isoberlinia_doka	2976331	4171		ecto	
Fabaceae	Vachellia_nilotica	3974744	4183		arbuscular	
Fabaceae	Pterocarpus_santalinoides	5349244	4247		neither	
Fabaceae	Dalea_purpurea	5353342	4280		arbuscular	
Fabaceae	Prosopis_juliflora	5358460	4453		arbuscular	
Fabaceae	Lupinus_arboreus	2963807	4461			derived
Fabaceae	Lonchocarpus_sericeus	2969156	4580		neither	
Fabaceae	Afzelia_africana	5358300	4802		ecto	
Fabaceae	Centrosema_pubescens	2964904	4855		arbuscular	
Fabaceae	Daniellia_oliveri	2948733	4960		arbuscular	
Fabaceae	Caesalpinia_pulcherrima	2958715	5018		arbuscular	
Fabaceae	Senegalia_glomerosa	2980360	5045		ecto	
Fabaceae	Canavalia_rosea	2962021	5275		arbuscular	
Fabaceae	Lupinus_albifrons	2964669	5279			derived
Fabaceae	Brachystegia_spiciformis	2952670	5318		both	
Fabaceae	Crotalaria_incana	2942375	5323		arbuscular	
Fabaceae	Hedysarum_hedysaroides	2960823	5344		arbuscular	
Fabaceae	Burkea_africana	5348890	5546		arbuscular	
Fabaceae	Astragalus_frigidus	5343710	5865		neither	
Fabaceae	Aeschynomene_indica	2949250	6078		arbuscular	
Fabaceae	Detarium_microcarpum	2961176	6085		arbuscular	
Fabaceae	Acaciella_angustissima	2981071	6414		ecto	
Fabaceae	Inga_ruiziana	5357975	6859		neither	
Fabaceae	Parkinsonia_aculeata	5357217	7009		arbuscular	
Fabaceae	Acacia_oswaldii	2980319	7064		arbuscular	
Fabaceae	Tamarindus_indica	2975768	7297		arbuscular	
Fabaceae	Mimosa_pudica	2969284	8634		arbuscular	
Fabaceae	Pultenaea_daphnoides	2956339	9042		arbuscular	
Fabaceae	Erythrophleum_chlorostachys	2971187	9224		neither	
Fabaceae	Chamaecrista_mimosoides	2949769	9981		arbuscular	
Fabaceae	Cercis_canadensis	5353583	10420		arbuscular	
Fabaceae	Colutea_arborescens	7844167	12004			derived
Fabaceae	Dorycnium_hirsutum	2959124	14317		neither	
Fabaceae	Oxytropis_campestris_var._gracilis	5361536	15103			non-woody
Fabaceae	Astragalus_cicer	5343253	15429		arbuscular	
Fabaceae	Ulex_minor	2951968	17610		neither	
Fabaceae	Acacia_mearnsii	2979775	17908		ecto	
Fabaceae	Ononis_angustissima_subsp._longifolia	2977234	26519			derived
Fabaceae	Ceratonia_siliqua	5356354	35327		arbuscular	
Fabaceae	Cajanus_cajan	2960383	39764		arbuscular	
Fabaceae	Acacia_melanoxylon	2979000	40413		ecto	
Fabaceae	Arachis_hypogaea_var._peruviana	5353770	48360		arbuscular	
Fabaceae	Onobrychis_viciifolia	2972595	48607		arbuscular	non-woody
Fabaceae	Astragalus_glycyphyllos	5346998	60403		neither	
Fabaceae	Ulex_parviflorus_subsp._eriocladus	2952000	89601		arbuscular	
Fabaceae	Cicer_arietinum	2947311	90833		arbuscular	
Fabaceae	Lupinus_polyphyllus	2964355	108151			non-woody
Fabaceae	Glycine_max	5359660	144773		arbuscular	
Fabaceae	Medicago_sativa	9151957	153549			non-woody
Fabaceae	Ononis_spinosa	2977149	176808			ancestral
Fabaceae	Cytisus_scoparius	5354656	221189			ancestral
Fabaceae	Phaseolus_vulgaris	5350452	223125		arbuscular	
Fabaceae	Lotus_uliginosus	5356854	251875		arbuscular	
Fabaceae	Medicago_lupulina	2965201	280729			non-woody
Fabaceae	Lotus_corniculatus	5357013	481259			non-woody
Fabaceae	Trifolium_repens	5358748	695678		arbuscular	non-woody
Fagaceae	Quercus_rotundifolia	2881550	1321016		ecto	
Flagellariaceae	Flagellaria_indica	5287564	5675		arbuscular	
Fouquieriaceae	Fouquieria_diguetii	3874338	476		arbuscular	
Francoaceae	Bersama_abyssinica	3845259	1647		arbuscular	
Garryaceae	Aucuba_japonica	3033077	5894		arbuscular	
Gentianaceae	Exacum_oldenlandioides	3840827	186			non-woody
Gentianaceae	Tachiadenus_longiflorus	3839953	219			derived
Gentianaceae	Ixanthus_viscosus	3839773	232			derived
Gentianaceae	Symbolanthus_calygonus	8184585	572			derived
Gentianaceae	Exochaenium_grande	3839714	608			non-woody
Gentianaceae	Chelonanthus_alatus	3844069	2878			non-woody
Gentianaceae	Centaurium_erythraea	5414457	105200			non-woody
Geraniaceae	Pelargonium_panduriforme	2891607	109			derived
Geraniaceae	Pelargonium_dolomiticum	3829055	180			non-woody
Geraniaceae	Geranium_multiflorum	2890222	209			derived
Geraniaceae	Pelargonium_grossularioides	2891614	226			non-woody
Geraniaceae	Pelargonium_odoratissimum	2891612	334			derived
Geraniaceae	Geranium_cuneatum	2889996	416			derived
Geraniaceae	Pelargonium_zonale	9609002	716			derived
Geraniaceae	Pelargonium_myrrhifolium	3827650	794			non-woody
Geraniaceae	Pelargonium_capitatum	9711656	879			derived
Geraniaceae	Pelargonium_alchemilloides	8588196	986			non-woody
Geraniaceae	Pelargonium_luridum	3828518	1330			non-woody
Geraniaceae	Geranium_bicknellii	2890075	2356			non-woody
Geraniaceae	Geranium_richardsonii	2890865	3143			non-woody
Geraniaceae	Geranium_lucidum	2890560	28970		neither	
Geraniaceae	Geranium_dissectum	2890040	154801		arbuscular	
Geraniaceae	Geranium_robertianum	2890668	388659			non-woody
Gesneriaceae	Negria_rhabdothamnoides	5589523	106			ancestral
Gesneriaceae	Agalmyla_parasitica	3823653	132			non-woody
Gesneriaceae	Streptocarpus_grandis	6365569	178			non-woody
Gesneriaceae	Lesia_savannarum	5589164	287			derived
Gesneriaceae	Paraboea_sinensis	6365575	309			derived
Gesneriaceae	Rhytidophyllum_auriculatum	5415322	346			derived
Gesneriaceae	Paliavana_prasinata	3824061	385			derived
Gesneriaceae	Besleria_notabilis	3824613	418			derived
Gesneriaceae	Drymonia_semicordata	5590501	930			non-woody
Gesneriaceae	Kohleria_tigridia	5592197	974			derived
Gesneriaceae	Achimenes_longiflora	6365250	1007			non-woody
Gesneriaceae	Rhynchotechum_discolor	6365531	1153			derived
Gesneriaceae	Codonanthopsis_crassifolia	3824299	1180			derived
Gesneriaceae	Moussonia_deppeana	5590599	1352			derived
Gesneriaceae	Lysionotus_pauciflorus	6365649	1459			derived
Gesneriaceae	Drymonia_serrulata	5590493	2383			derived
Gesneriaceae	Besleria_solanoides	6365702	8456			derived
Ginkgoaceae	Ginkgo_biloba	2687885	4065		arbuscular	
Gnetaceae	Gnetum_latifolium	2653172	858		ecto	
Goodeniaceae	Goodenia_stobbsiana	3761975	137			derived
Goodeniaceae	Goodenia_pinifolia	3761540	186			derived
Goodeniaceae	Verreauxia_reinwardtii	5569372	253			derived
Goodeniaceae	Scaevola_angulata	5569324	372			derived
Goodeniaceae	Goodenia_decurrens	3762316	422			derived
Goodeniaceae	Scaevola_collaris	7842072	596			derived
Goodeniaceae	Lechenaultia_biloba	7262225	900			derived
Goodeniaceae	Coopernookia_barbata	3761207	945			derived
Goodeniaceae	Goodenia_cycloptera	3762348	2268			non-woody
Goodeniaceae	Scaevola_ramosissima	7262317	3573			non-woody
Goodeniaceae	Goodenia_bellidifolia	7262229	4460			non-woody
Goodeniaceae	Scaevola_taccada	7544936	4905			derived
Goodeniaceae	Goodenia_pinnatifida	7262232	5527			non-woody
Goodeniaceae	Dampiera_stricta	7262323	9959		arbuscular	ancestral
Goodeniaceae	Goodenia_ovata	7262256	14841			derived
Grossulariaceae	Ribes_rubrum	2986097	99980		arbuscular	
Gunneraceae	Gunnera_petaloidea	2984300	279		arbuscular	
Haloragaceae	Proserpinaca_palustris	2984291	2379		arbuscular	
Haloragaceae	Myriophyllum_spicatum	5361760	66528		neither	
Heliconiaceae	Heliconia_psittacorum	2760669	2784		arbuscular	
Hernandiaceae	Gyrocarpus_americanus	7326414	2608		arbuscular	
Humiriaceae	Humiria_balsamifera	8196855	3941		arbuscular	
Hyacinthaceae	Hyacinthoides_non-scripta	5304283	105438		arbuscular	
Hydrocharitaceae	Lagarosiphon_major	2865565	2828		arbuscular	
Hydrocharitaceae	Vallisneria_spiralis	2865526	3409		arbuscular	
Hydrocharitaceae	Hydrilla_verticillata	5329570	11702		neither	
Hydrocharitaceae	Elodea_canadensis	2865448	66830		neither	
Hypoxidaceae	Molineria_capitulata	5325471	878		arbuscular	
Iteaceae	Itea_parviflora	5617117	937		arbuscular	
Juglandaceae	Juglans_cinerea	3054352	5240		arbuscular	
Juncaceae	Luzula_hawaiiensis_var._hawaiiensis	2701026	381		arbuscular	
Juncaceae	Juncus_nodosus	2701592	3525		arbuscular	
Juncaceae	Juncus_arcticus_subsp._arcticus	2701151	7828		neither	
Juncaceae	Juncus_balticus	2702048	14926		arbuscular	
Juncaceae	Luzula_luzuloides	2700874	46444		neither	
Juncaceae	Juncus_conglomeratus	2701418	180361		neither	
Kewaceae	Kewa_salsoloides	7738737	744			non-woody
Krameriaceae	Krameria_erecta	5421448	1883		neither	
Lamiaceae	Salvia_garipensis	8117604	124			derived
Lamiaceae	Salvia_dentata	3904157	150			derived
Lamiaceae	Lavandula_buchii	7307864	188			derived
Lamiaceae	Phlomoides_rotata	7980234	206			non-woody
Lamiaceae	Salvia_haenkei	3900835	219			derived
Lamiaceae	Sideritis_cretica_subsp._spicata	7862362	223			derived
Lamiaceae	Otostegia_fruticosa_subsp._schimperi	7307811	230			derived
Lamiaceae	Phyllostegia_grandiflora	2926448	256			derived
Lamiaceae	Salvia_corrugata	3905260	268			derived
Lamiaceae	Salvia_sagittata	3888514	283			derived
Lamiaceae	Salvia_tortuosa	7306887	376			derived
Lamiaceae	Acrotome_inflata	3893741	426			non-woody
Lamiaceae	Salvia_sessei	3887736	487			derived
Lamiaceae	Salvia_canariensis	7306552	526			derived
Lamiaceae	Salvia_africana	3886290	530			derived
Lamiaceae	Salvia_regla	2927054	590			derived
Lamiaceae	Salvia_cuspidata	7309440	623			derived
Lamiaceae	Moluccella_laevis	2926881	648			non-woody
Lamiaceae	Micromeria_hyssopifolia	7307035	723			derived
Lamiaceae	Acanthoprasium_frutescens	3895799	792			derived
Lamiaceae	Lavandula_canariensis_subsp._canariensis	7307851	884			derived
Lamiaceae	Salvia_leucantha	6411750	897			derived
Lamiaceae	Salvia_dominica	3903762	1021			derived
Lamiaceae	Micromeria_juliana	7774615	1294			ancestral
Lamiaceae	Salvia_fruticosa	6412283	1634			derived
Lamiaceae	Leonotis_ocymifolia_var._schinzii	7307634	1847			derived
Lamiaceae	Phlomis_crinita_subsp._malacitana	7307299	2551			ancestral
Lamiaceae	Lavandula_multifida	3891203	3285			ancestral
Lamiaceae	Salvia_sclarea	2927000	3508			non-woody
Lamiaceae	Prasium_majus	3898574	3605			ancestral
Lamiaceae	Salvia_coccinea	9278365	3689			non-woody
Lamiaceae	Salvia_lyrata	2927027	4688			non-woody
Lamiaceae	Sideritis_romana	2926687	5939			non-woody
Lamiaceae	Ballota_hirsuta	8376275	6959			ancestral
Lamiaceae	Salvia_lavandulifolia	2927004	11744			ancestral
Lamiaceae	Phlomis_purpurea	7307046	28818			derived
Lamiaceae	Salvia_verbenaca	6409706	40727			non-woody
Lamiaceae	Thymbra_capitata	5607804	48561		ecto	
Lamiaceae	Lavandula_latifolia	2927304	50438			ancestral
Lamiaceae	Ballota_nigra_subsp._uncinata	2926894	65125			non-woody
Lamiaceae	Salvia_pratensis_subsp._pratensis	2927007	98246			non-woody
Lamiaceae	Phlomis_lychnitis	3887383	127734			derived
Lamiaceae	Lavandula_stoechas	2927303	200458			ancestral
Lamiaceae	Stachys_sylvatica	2927282	232167			non-woody
Lamiaceae	Galeopsis_tetrahit	5341300	246194		neither	
Lardizabalaceae	Stauntonia_hexaphylla	4191611	1433		arbuscular	
Lauraceae	Dehaasia_incrassata	4179558	408		arbuscular	
Lauraceae	Beilschmiedia_tawa	4182938	10441		arbuscular	
Lauraceae	Laurus_nobilis	3034015	12220		arbuscular	
Lecythidaceae	Planchonia_careya	5383741	5672		arbuscular	
Lepidobotryaceae	Lepidobotrys_staudtii	3990273	318		arbuscular	
Loasaceae	Kissenia_capensis	4931777	263			derived
Loasaceae	Mentzelia_scabra	7289741	591			derived
Loasaceae	Petalonyx_thurberi	2874840	861			derived
Loasaceae	Cevallia_sinuata	2874845	890			non-woody
Loasaceae	Mentzelia_albicaulis	8584815	2220			non-woody
Loranthaceae	Gaiadendron_punctatum	7288046	4270		neither	
Magnoliaceae	Liriodendron_tulipifera	3152861	10780		arbuscular	
Malvaceae	Dendrosida_sharpiana_subsp._pubescens	7279020	108			derived
Malvaceae	Malva_australiana	3935002	2236			derived
Malvaceae	Malva_wigandii	7279633	4431			derived
Malvaceae	Malva_dendromorpha	3935079	7012			derived
Malvaceae	Tilia_americana	3152042	10702		ecto	
Malvaceae	Gossypium_hirsutum	3152661	23610			ancestral
Malvaceae	Malva_sylvestris	3152374	92433		arbuscular	non-woody
Marcgraviaceae	Souroubea_guianensis	7275879	1234		arbuscular	
Molluginaceae	Pharnaceum_lanatum	3783460	120			non-woody
Molluginaceae	Psammotropha_quadrangularis	3783550	161			derived
Molluginaceae	Adenogramma_glomerata	3783531	241			non-woody
Monimiaceae	Hedycarya_arborea	3783024	13881		arbuscular	
Montiaceae	Hectorella_caespitosa	3701797	252			derived
Montiaceae	Montia_fontana	9004024	47696			non-woody
Moraceae	Ficus_pandurata	8037208	612		neither	
Moraceae	Parartocarpus_venenosus	3766049	614		arbuscular	
Moraceae	Artocarpus_camansi	2984573	3300	progenitor		
Moraceae	Antiaris_toxicaria	7262663	4287		arbuscular	
Moraceae	Maclura_tinctoria	2984583	4886		arbuscular	
Moraceae	Ficus_insipida	6358534	5112		arbuscular	
Moraceae	Ficus_virens	9512597	5717		arbuscular	
Moraceae	Broussonetia_papyrifera	5361944	6147		arbuscular	
Moraceae	Ficus_andicola	5361926	7014		arbuscular	
Moraceae	Morus_alba	5361889	10626		arbuscular	
Muntingiaceae	Muntingia_calabura	3152036	4687		arbuscular	
Musaceae	Ensete_ventricosum	2763050	536	undifferentiated		
Musaceae	Musa_balbisiana_BBB_Group	2762950	594	progenitor		
Musaceae	Musa_acuminata_subsp._truncata	2762680	2788	progenitor	arbuscular	
Myricaceae	Morella_pubescens	3744993	2137		neither	
Myristicaceae	Virola_sebifera	3152846	5296		arbuscular	
Myrtaceae	Eucalyptus_obliqua	3176354	35280		ecto	
Nothofagaceae	Fuscospora_cliffortioides	2874925	11785		ecto	
Oleaceae	Forsythia_suspensa	5415056	1415			ancestral
Oleaceae	Fraxinus_excelsior	3172358	568688			ancestral
Onagraceae	Epilobium_montanum	3664083	166433		arbuscular	
Onagraceae	Chamerion_angustifolium	8053718	320944		neither	
Orchidaceae	Neuwiedia_veratrifolia	2837241	134		neither	
Orchidaceae	Dienia_ophrydis	2813396	374		arbuscular	
Orchidaceae	Ionopsis_utricularioides	5321877	921		neither	
Orchidaceae	Liparis_loeselii	5323092	15062		neither	
Orchidaceae	Dactylorhiza_sambucina	8231647	24685		ecto	
Orchidaceae	Cephalanthera_damasonium	2795952	42837		ecto	
Orchidaceae	Cephalanthera_longifolia	2795869	43078		neither	
Orchidaceae	Epipactis_palustris	5319226	58597		neither	
Orchidaceae	Dactylorhiza_maculata	8179794	141100		neither	
Orchidaceae	Epipactis_helleborine	8998684	149755		ecto	
Orobanchaceae	Brandisia_hancei	3732880	494			derived
Orobanchaceae	Alectra_sessiliflora	7331592	2329			non-woody
Orobanchaceae	Castilleja_miniata	3170719	5563			non-woody
Orobanchaceae	Melampyrum_pratense	7693914	169928			non-woody
Oxalidaceae	Oxalis_corniculata_var._atropurpurea	8427624	64168		arbuscular	
Pandanaceae	Freycinetia_banksii	2863182	7848		arbuscular	
Papaveraceae	Romneya_trichocalyx	2888394	218			ancestral
Papaveraceae	Hunnemannia_fumariifolia	2888505	341			non-woody
Papaveraceae	Romneya_coulteri	2888393	410			derived
Papaveraceae	Dendromecon_rigida	2888424	2066			derived
Papaveraceae	Macleaya_cordata	5334194	2098		arbuscular	non-woody
Papaveraceae	Bocconia_frutescens	2888374	3535		neither	derived
Papaveraceae	Argemone_mexicana	2888485	4468		arbuscular	
Papaveraceae	Corydalis_solida	5334208	26474		neither	
Papaveraceae	Papaver_somniferum	2888439	30575		neither	
Paracryphiaceae	Quintinia_acutifolia	3932810	8616		arbuscular	
Pennantiaceae	Pennantia_corymbosa	3596592	4042		arbuscular	
Pentaphylacaceae	Eurya_japonica	7152601	7079		arbuscular	
Peridiscaceae	Soyauxia_gabonensis	3874443	329		arbuscular	
Phrymaceae	Diplacus_douglasii	7551308	380			non-woody
Phrymaceae	Diplacus_mephiticus	8054934	695			non-woody
Phrymaceae	Diplacus_puniceus	5414624	1182			derived
Phrymaceae	Diplacus_aurantiacus	5414628	4897			derived
Phrymaceae	Erythranthe_guttata	7346102	11643			non-woody
Picramniaceae	Picramnia_antidesma	7329570	1562		arbuscular	
Pinaceae	Pinus_halepensis	5285604	351792		ecto	
Plantaginaceae	Otacanthus_azureus	7760877	106			derived
Plantaginaceae	Galvezia_fruticosa	3733296	111			derived
Plantaginaceae	Basistemon_spinosus	3734357	112			derived
Plantaginaceae	Veronica_lavaudiana	3730006	133			derived
Plantaginaceae	Plantago_arborescens	9344408	153			derived
Plantaginaceae	Penstemon_fruticiformis	3171503	159			derived
Plantaginaceae	Gambelia_juncea	8307949	163			derived
Plantaginaceae	Penstemon_incertus	3171588	176			derived
Plantaginaceae	Plantago_webbii	4155514	187			derived
Plantaginaceae	Plantago_princeps_var._longibracteata	3189754	190			ancestral
Plantaginaceae	Monttea_chilensis	7332894	239			derived
Plantaginaceae	Penstemon_clevelandii	3171384	245			non-woody
Plantaginaceae	Veronica_venustula	3724463	247			derived
Plantaginaceae	Penstemon_thurberi	3171405	274			non-woody
Plantaginaceae	Veronica_speciosa	3172028	314			derived
Plantaginaceae	Angelonia_campestris	3742222	347			derived
Plantaginaceae	Campylanthus_salsoloides	8164714	360			derived
Plantaginaceae	Veronica_macrantha	3729676	390			derived
Plantaginaceae	Veronica_tetragona	7331657	552			derived
Plantaginaceae	Angelonia_integerrima	3742036	645			non-woody
Plantaginaceae	Keckiella_breviflora	3170795	659			derived
Plantaginaceae	Veronica_hectorii_subsp._coarctata	5830297	681			ancestral
Plantaginaceae	Aragoa_abietina	3741986	1132			derived
Plantaginaceae	Kickxia_aegyptiaca	7738378	1211			derived
Plantaginaceae	Penstemon_kunthii	3730926	1576			ancestral
Plantaginaceae	Maurandya_antirrhiniflora	3741449	1736			non-woody
Plantaginaceae	Penstemon_barbatus	3171570	2600			non-woody
Plantaginaceae	Plantago_virginica	3189751	3479			non-woody
Plantaginaceae	Veronica_salicifolia	7331824	3654			derived
Plantaginaceae	Veronica_derwentiana_subsp._maideniana	7332357	3884			derived
Plantaginaceae	Chelone_glabra	5414935	4175			non-woody
Plantaginaceae	Veronica_plebeia	3172117	9467			non-woody
Plantaginaceae	Globularia_nudicaulis	7265189	11828			non-woody
Plantaginaceae	Plantago_sempervirens	7303117	13900			non-woody
Plantaginaceae	Globularia_alypum	7703240	14111			derived
Plantaginaceae	Veronica_longifolia	3172118	24623			non-woody
Plantaginaceae	Globularia_cordifolia	7265184	28415			derived
Plantaginaceae	Kickxia_elatine	3170819	29341			non-woody
Plantaginaceae	Globularia_punctata	5578472	29398			non-woody
Plantaginaceae	Linaria_vulgaris	5415020	194037			non-woody
Plantaginaceae	Veronica_chamaedrys	7874883	341220			non-woody
Plantaginaceae	Plantago_lanceolata	8208358	717148		arbuscular	non-woody
Platanaceae	Platanus_occidentalis	3152820	7665		arbuscular	
Poaceae	Nastus_productus	5679435	160		arbuscular	
Poaceae	Stipagrostis_pennata	4130370	188		neither	
Poaceae	Cephalostachyum_pergracile	4123063	191		arbuscular	
Poaceae	Deschampsia_chapmanii	5827799	203		arbuscular	
Poaceae	Secale_vavilovii	4121006	219	progenitor		
Poaceae	Gigantochloa_verticillata	2703311	234		neither	
Poaceae	Alopecurus_vaginatus	5671926	266		neither	
Poaceae	Dendrocalamus_giganteus	4145704	269		arbuscular	
Poaceae	Centropodia_glauca	5680035	289		arbuscular	
Poaceae	Cleistogenes_squarrosa	2706207	310		neither	
Poaceae	Festuca_hyperborea	2704971	316		neither	
Poaceae	Phleum_montanum	4139446	316		arbuscular	
Poaceae	Oldeania_alpina	9550588	326		arbuscular	
Poaceae	Helictotrichon_desertorum_subsp._basalticum	4153075	354		arbuscular	
Poaceae	Festuca_contracta	4126093	373		neither	
Poaceae	Anthoxanthum_arcticum	2703334	431		arbuscular	
Poaceae	Raddiella_esenbeckii	4144842	631		arbuscular	
Poaceae	Elymus_fibrosus	4110465	684		arbuscular	
Poaceae	Cutandia_memphitica	2706169	754		neither	
Poaceae	Aegilops_crassa	9198426	897		arbuscular	
Poaceae	Uniola_paniculata	2702847	901		arbuscular	
Poaceae	Bambusa_multiplex	2705757	938		arbuscular	
Poaceae	Sasa_veitchii	4128359	1061		arbuscular	
Poaceae	Gynerium_sagittatum	5289743	1155		arbuscular	
Poaceae	Festuca_baffinensis	2704993	1204		arbuscular	
Poaceae	Zea_mays_subsp._parviglumis	5678457	1254	progenitor		
Poaceae	Chionochloa_rigida	4148765	1310		arbuscular	
