allmb_name	gbif_species_key	num_occurrences	myco_state
Tetramerista_glabra	3593837	287	arbuscular
Souroubea_guianensis	7275879	1234	arbuscular
Cornus_suecica	3082246	37166	arbuscular
Loasa_bergii	9590100	81	neither
Aextoxicon_punctatum	4195638	345	arbuscular
Beta_vulgaris	8971274	103370	arbuscular
Silene_flos-cuculi	5384738	288162	neither
Paronychia_argentea	5528747	11889	ecto
Asteropeia_micraster	5835984	157	both
Schoepfia_brasiliensis	3685706	957	arbuscular
Gaiadendron_punctatum	7288046	4270	neither
Osyris_alba	3789029	18504	arbuscular
Santalum_acuminatum	3789456	5748	neither
Curatella_americana	7304064	3882	arbuscular
Gunnera_petaloidea	2984300	279	arbuscular
Styloceras_laurifolium	5635350	273	arbuscular
Banksia_ericifolia	7124454	6075	arbuscular
Banksia_marginata	7124257	22403	neither
Telopea_speciosissima	3996729	1477	arbuscular
Embothrium_coccineum	7124132	713	neither
Conospermum_taxifolium	8410766	2344	arbuscular
Dilobeia_thouarsii	7590974	437	neither
Platanus_occidentalis	3152820	7665	arbuscular
Meliosma_myriantha	7269664	2575	arbuscular
Corydalis_alpestris	5531590	111	arbuscular
Corydalis_solida	5334208	26474	neither
Macleaya_cordata	5334194	2098	arbuscular
Bocconia_frutescens	2888374	3535	neither
Argemone_mexicana	2888485	4468	arbuscular
Papaver_somniferum	2888439	30575	neither
Stauntonia_hexaphylla	4191611	1433	arbuscular
Ranunculus_acris	3033363	592789	arbuscular
Pulsatilla_vulgaris	3033621	40785	neither
Amischotolype_hispida	2764969	503	arbuscular
Tradescantia_zebrina	2765359	1835	neither
Heliconia_psittacorum	2760669	2784	arbuscular
Saranthe_composita	2762120	85	neither
Musa_acuminata_subsp._truncata	2762680	2788	arbuscular
Oenocarpus_bataua	2735462	53097	arbuscular
Eleusine_indica	2705953	24951	arbuscular
Cleistogenes_squarrosa	2706207	310	neither
Sporobolus_michauxianus	9592414	3615	arbuscular
Sporobolus_anglicus	9398259	21745	neither
Sporobolus_rigidus	9278137	1334	arbuscular
Sporobolus_cryptandrus	2704769	4711	arbuscular
Sporobolus_africanus	4152259	9753	arbuscular
Zoysia_tenuifolia	2704740	1332	arbuscular
Eragrostis_pilosa	2705400	15891	arbuscular
Eragrostis_poaeoides			neither
Pogonarthria_squarrosa	4105701	1489	arbuscular
Uniola_paniculata	2702847	901	arbuscular
Enneapogon_polyphyllus	4152243	4986	arbuscular
Triraphis_mollis	7361239	2862	arbuscular
Centropodia_glauca	5680035	289	arbuscular
Rytidosperma_setifolium	4135675	2270	arbuscular
Schismus_barbatus	2704341	9263	neither
Danthonia_decumbens	2703250	142978	arbuscular
Cortaderia_selloana	2704523	10107	arbuscular
Chionochloa_rigida	4148765	1310	arbuscular
Phragmites_vulgaris	5290149	519311	arbuscular
Setaria_glauca	5828197	65507	arbuscular
Echinochloa_crus-galli	2702808	113034	neither
Digitaria_violascens	5289995	4889	arbuscular
Digitaria_longiflora	5289974	3835	neither
Digitaria_ischaemum	5290003	24003	arbuscular
Digitaria_sanguinalis	5289972	61875	arbuscular
Zea_mays	5290052	237750	arbuscular
Gynerium_sagittatum	5289743	1155	arbuscular
Lophatherum_gracile	4129475	2406	arbuscular
Aristida_adscensionis	2706277	14239	arbuscular
Aristida_holathera_var._holathera	4126814	7665	neither
Stipagrostis_uniplumis_var._uniplumis	4130126	2046	arbuscular
Stipagrostis_pennata	4130370	188	neither
Festuca_filiformis	2705011	48598	arbuscular
Festuca_hyperborea	2704971	316	neither
Festuca_bromoides	5289598	34748	arbuscular
Festuca_baffinensis	2704993	1204	arbuscular
Festuca_quadriflora	4116348	11938	arbuscular
Festuca_contracta	4126093	373	neither
Festuca_arundinacea_subsp._orientalis	5289769	192246	arbuscular
Lolium_perenne	2706241	482461	arbuscular
Catapodium_rigidum	2705228	35797	arbuscular
Cutandia_memphitica	2706169	754	neither
Parapholis_incurva	5290069	8748	arbuscular
Cynosurus_cristatus	2704395	214581	arbuscular
Lamarckia_aurea	5289762	8686	arbuscular
Helictochloa_pratensis	6559939	45764	arbuscular
Avenella_flexuosa	4149465	435076	neither
Deschampsia_chapmanii	5827799	203	arbuscular
Deschampsia_cespitosa_subsp._borealis	8059811	446115	neither
Holcus_mollis	2706163	214246	arbuscular
Echinaria_capitata	5674620	5184	arbuscular
Alopecurus_geniculatus	5290090	177126	arbuscular
Alopecurus_aequalis	5290083	42569	neither
Alopecurus_pratensis	5290081	278888	arbuscular
Alopecurus_glacialis	4107964	73	neither
Alopecurus_arundinaceus	5290087	6653	arbuscular
Alopecurus_vaginatus	5671926	266	neither
Alopecurus_myosuroides	5290097	51234	arbuscular
Beckmannia_syzigachne	5290059	4034	arbuscular
Apera_spica-venti	5289642	68145	neither
Phleum_alpinum	8952395	43247	arbuscular
Phleum_arenarium	2706011	18539	neither
Phleum_montanum	4139446	316	arbuscular
Phleum_hirsutum	4139625	3631	arbuscular
Poa_colensoi	4137991	5849	arbuscular
Poa_arctica_var._vivipara	2704207	8187	neither
Poa_bulbosa_var._bulbosa	8086756	44964	arbuscular
Milium_vernale	2706195	2390	arbuscular
Avenula_pubescens	2703793	94459	arbuscular
Puccinellia_nuttalliana	2704691	1696	arbuscular
Puccinellia_maritima	2704687	39669	neither
Puccinellia_macquariensis	4147702	134	arbuscular
Agrostis_gigantea	2706541	81480	arbuscular
x_Calammophila_baltica	4106313	1986	neither
Calamagrostis_stricta_subsp._inexpansa	2704899	11199	arbuscular
Calamagrostis_canescens	4108861	100141	neither
Calamagrostis_canadensis	2704895	9456	arbuscular
Calamagrostis_arundinacea	4109084	60578	arbuscular
Calamagrostis_pseudophragmites	4108217	3934	arbuscular
Chascolytrum_subaristatum	4149785	3884	arbuscular
Briza_maxima	2702792	35529	arbuscular
Anthoxanthum_arcticum	2703334	431	arbuscular
Anthoxanthum_monticola_subsp._alpinum	4133679	4594	neither
Anthoxanthum_australe	4134120	3848	arbuscular
Phalaris_aquatica	5289746	27057	arbuscular
Koeleria_macrantha	2705914	40039	arbuscular
Koeleria_eriostachya	4151043	320	neither
Gaudinia_fragilis	5290242	16478	arbuscular
Rostraria_cristata	5289906	17407	arbuscular
Trisetum_flavescens	2704389	132317	arbuscular
Helictotrichon_desertorum_subsp._basalticum	4153075	354	arbuscular
Avena_barbata	2705300	90152	arbuscular
Lagurus_ovatus	5290177	18380	arbuscular
Hordeum_vulgare_subsp._vulgare	2706056	296182	arbuscular
Leymus_lanatus	4130278	47	neither
Elymus_repens	5290299	377735	arbuscular
Aegilops_crassa	9198426	897	arbuscular
Aegilops_tauschii	5289779	5491	arbuscular
Aegilops_cylindrica	5289783	7952	neither
Aegilops_speltoides	5289790	3207	arbuscular
Triticum_spelta	7795888	521316	arbuscular
Elymus_elongatus	4125808	5244	arbuscular
Thinopyrum_pungens	5289896	9201	neither
Elymus_fibrosus	4110465	684	arbuscular
Bromus_erectus	7647071	196211	arbuscular
Bromus_sewerzowii	4932851	48	neither
Bromus_benekenii	4144085	19594	arbuscular
Brachypodium_sylvaticum	5290146	235440	arbuscular
Melica_ciliata	2703124	33667	arbuscular
Glyceria_notata	4105780	34602	neither
Oryzopsis_miliacea	4141737	32513	arbuscular
Nardus_stricta	2702717	209441	arbuscular
Dendrocalamus_giganteus	4145704	269	arbuscular
Gigantochloa_verticillata	2703311	234	neither
Bambusa_multiplex	2705757	938	arbuscular
Cephalostachyum_pergracile	4123063	191	arbuscular
Nastus_productus	5679435	160	arbuscular
Guadua_angustifolia	4155017	2493	arbuscular
Raddiella_esenbeckii	4144842	631	arbuscular
Oldeania_alpina	9550588	326	arbuscular
Phyllostachys_reticulata	5677245	2419	neither
Sasa_veitchii	4128359	1061	arbuscular
Microlaena_stipoides	2702866	53493	arbuscular
Flagellaria_indica	5287564	5675	arbuscular
Lyginia_barbata	2731697	318	arbuscular
Carex_lurida	2722529	6736	arbuscular
Carex_lupulina	2727232	5407	neither
Carex_nigra	2724925	297086	arbuscular
Carex_aquatilis	2724150	35480	neither
Carex_pensylvanica	2724855	4422	arbuscular
Carex_pilulifera	2726614	148587	neither
Carex_baccans	2727853	1056	arbuscular
Carex_halleriana	2723055	42644	neither
Carex_sempervirens	2722326	46055	arbuscular
Carex_sylvatica	2722602	158961	neither
Carex_blanda	2728993	6587	arbuscular
Carex_vaginata	2725816	49072	neither
Carex_speciosa	2723697	227	arbuscular
Carex_caryophyllea	2727655	80464	neither
Carex_brunnescens	2728226	39353	arbuscular
Carex_canescens	2722942	120461	neither
Carex_cristatella	2725051	2630	arbuscular
Carex_vulpinoidea	2728060	10330	arbuscular
Carex_enervis	2729929	146	neither
Carex_cephalophora	2724783	3817	arbuscular
Carex_stipata	2725605	7370	arbuscular
Carex_divulsa	2722914	28442	arbuscular
Carex_spicata	2722210	50040	neither
Carex_bicknellii	2725637	1193	arbuscular
Carex_rostrata	2726725	181086	neither
Scirpus_atrovirens	2720120	3462	arbuscular
Scirpus_sylvaticus	2720080	166018	neither
Scirpus_cyperinus	2720171	6036	arbuscular
Blysmopsis_rufa	2710633	9492	arbuscular
Blysmus_compressus	2710650	15912	neither
Cyperus_surinamensis	2715295	4009	arbuscular
Cyperus_luzulae	2714679	5519	neither
Cyperus_strigosus	2716719	6377	arbuscular
Cyperus_fuscus	2716489	19706	neither
Cyperus_odoratus	2715219	12875	arbuscular
Cyperus_esculentus	2716226	14875	neither
Cyperus_polystachyos	2730407	11865	arbuscular
Cyperus_capitatus	2714938	3030	neither
Cyperus_ligularis	2715068	4280	arbuscular
Cyperus_laevigatus	2713559	5664	arbuscular
Cyperus_iria	2715729	8807	arbuscular
Cyperus_microiria	2715429	2448	neither
Cyperus_pygmaeus			arbuscular
Pycreus_flavescens	2730906	7354	arbuscular
Pycreus_puncticulatus	2715643	31	neither
Lipocarpha_mexicana	9267096	103	arbuscular
Ficinia_nodosa	2711622	8994	arbuscular
Isolepis_aucklandica	2713042	1269	neither
Schoenoplectiella_supina	2710765	1706	arbuscular
Schoenoplectiella_juncoides	2710716	2940	neither
Schoenoplectus_pungens_var._badius	2711190	7746	arbuscular
Schoenoplectus_lacustris	2710941	71066	neither
Bolboschoenus_fluviatilis	7953794	2544	arbuscular
Eleocharis_palustris	2717002	177465	arbuscular
Eleocharis_erythropoda	2717342	3193	neither
Eleocharis_acuta	2716961	11168	arbuscular
Eleocharis_dulcis	2717712	2917	arbuscular
Eleocharis_uniglumis	2717910	37441	neither
Eleocharis_acutangula_subsp._breviseta	2716800	1676	arbuscular
Fimbristylis_miliacea	2709171	4373	arbuscular
Fimbristylis_dichotoma	2708808	27254	neither
Fimbristylis_eragrostis	2709044	280	arbuscular
Bulbostylis_densa	5292267	2256	arbuscular
Bulbostylis_capillaris	7771445	1131	neither
Rhynchospora_cephalotes	2721655	3239	arbuscular
Rhynchospora_corymbosa	2721495	6209	arbuscular
Rhynchospora_alba	2721119	51631	neither
Lagenocarpus_guianensis	5292972	338	arbuscular
Tetraria_capillaris	2718441	3060	arbuscular
Mesomelaena_pseudostygia	5291372	234	neither
Oreobolus_furcatus	2711912	203	arbuscular
Machaerina_mariscoides	5291112	427	arbuscular
Machaerina_angustifolia	5291145	273	neither
Lepidosperma_lineare	2731147	133	arbuscular
Caustis_flexuosa	2718189	5495	arbuscular
Caustis_dioica	2718179	419	neither
Cladium_jamaicense	2731327	26123	arbuscular
Scleria_gaertneri	6311944	4725	arbuscular
Hypolytrum_pulchrum	2709339	506	arbuscular
Juncus_balticus	2702048	14926	arbuscular
Juncus_arcticus_subsp._arcticus	2701151	7828	neither
Juncus_nodosus	2701592	3525	arbuscular
Juncus_conglomeratus	2701418	180361	neither
Luzula_hawaiiensis_var._hawaiiensis	2701026	381	arbuscular
Luzula_luzuloides	2700874	46444	neither
Ananas_comosus	5288819	11235	arbuscular
Aechmea_stelligera	2698220	64	neither
Fernseea_itatiaiae	2693674	106	arbuscular
Hechtia_podantha	2698721	497	arbuscular
Deuterocohnia_longipetala	2699405	301	neither
Vriesea_limae	5289018	18	arbuscular
Sparganium_eurycarpum	2702394	2597	arbuscular
Sparganium_natans	2702384	29726	neither
Molineria_capitulata	5325471	878	arbuscular
Hyacinthoides_non-scripta	5304283	105438	arbuscular
Polygonatum_verticillatum	2770004	50422	neither
Chrysodracon_hawaiiensis	5304685	114	arbuscular
Dactylorhiza_sambucina	8231647	24685	ecto
Dactylorhiza_maculata	8179794	141100	neither
Ticorea_tubiflora	3835658	197	arbuscular
Ionopsis_utricularioides	5321877	921	neither
Vanda_brunnea	2783189	34	arbuscular
Dienia_ophrydis	2813396	374	arbuscular
Liparis_loeselii	5323092	15062	neither
Epipactis_helleborine	8998684	149755	ecto
Epipactis_palustris	5319226	58597	neither
Cephalanthera_damasonium	2795952	42837	ecto
Cephalanthera_longifolia	2795869	43078	neither
Apostasia_odorata	2795473	66	arbuscular
Neuwiedia_veratrifolia	2837241	134	neither
Colchicum_autumnale	2739622	68076	arbuscular
Gagea_nakaiana	5300184	48	neither
Dioscorea_communis	2755063	83263	arbuscular
Tacca_chantrieri	2755905	419	neither
Freycinetia_banksii	2863182	7848	arbuscular
Evodianthus_funifer	2861089	1615	neither
Tofieldia_calyculata	2864397	23533	arbuscular
Tofieldia_coccinea	2864343	1511	neither
Zannichellia_palustris	2756540	43367	arbuscular
Potamogeton_perfoliatus	5301200	64330	neither
Lagarosiphon_major	2865565	2828	arbuscular
Elodea_canadensis	2865448	66830	neither
Vallisneria_spiralis	2865526	3409	arbuscular
Hydrilla_verticillata	5329570	11702	neither
Sagittaria_latifolia	5328909	8584	arbuscular
Echinodorus_grandiflorus	5328834	1148	neither
Baldellia_ranunculoides	2864546	19645	arbuscular
Alisma_plantago-aquatica	2865100	193146	neither
Spirodela_polyrhiza	4097481	85013	arbuscular
Lemna_minor	2867589	198004	neither
Anthurium_pentaphyllum	2873047	2222	arbuscular
Arum_maculatum	5330580	146607	arbuscular
Calla_palustris	2869101	40306	neither
Caryodaphnopsis_fosteri	4180147	73	arbuscular
Laurus_nobilis	3034015	12220	arbuscular
Ocotea_auriculiformis	4177377	86	neither
Beilschmiedia_tawa	4182938	10441	arbuscular
Dehaasia_incrassata	4179558	408	arbuscular
Hedycarya_arborea	3783024	13881	arbuscular
Gyrocarpus_americanus	7326414	2608	arbuscular
Siparuna_guianensis	7264535	7748	arbuscular
Virola_sebifera	3152846	5296	arbuscular
Pseuduvaria_trimera	3157738	42	neither
Liriodendron_tulipifera	3152861	10780	arbuscular
Pseudowintera_colorata	4020812	22655	arbuscular
Piper_multinervium	3086337	9861	neither
Ascarina_lucida	3750413	3210	arbuscular
Illicium_anisatum	7314073	2449	arbuscular
Amborella_trichopoda	3667902	6092	arbuscular
Juniperus_oxycedrus	2684451	126809	arbuscular
Pinus_halepensis	5285604	351792	ecto
Macrozamia_communis	2683568	2442	arbuscular
Gnetum_latifolium	2653172	858	ecto
Ginkgo_biloba	2687885	4065	arbuscular
