allmb_name,Aspect,BulkDensity,ClayPercentage,annualPET,aridityIndexThornthwaite,climaticMoistureIndex,continentality,embergerQ,growingDegDays0,growingDegDays5,maxTempColdest,minTempWarmest,monthCountByTemp10,PETColdestQuarter,PETDriestQuarter,PETseasonality,PETWarmestQuarter,PETWettestQuarter,thermicityIndex,OrganicCarbon,PhCaCL,Slope,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
Acacia ampliceps,0.135420447919459,0.16704163388127,0.489633498863081,1.47991743036677,0.844536660680229,-0.998489996330264,-0.763217584945279,-0.245313656029777,1.39113724882276,1.40191065526495,1.13620370586255,1.34190920070502,1.11847847715612,1.23311554434437,1.03664101111533,0.0847622359654272,1.40528219676858,1.56927088375924,1.25035727842099,-0.412142555158984,0.646196494592557,-0.458715047598084,1.22080637638205,0.977566854694176,0.683690037577209,-0.748824518376301,1.26934029923187,1.00272033201007,-0.591618665371154,1.54127696947457,0.971844634794635,1.33431080637554,1.08564682089917,-0.277018490309825,0.109989971077574,-0.582454214847476,1.13929216385934,0.0504335231833846,-0.574103984827375,0.0281540330132573,-0.446307631604778
Acacia confusa,0.161598973173893,0.163074351882164,1.26077448578122,0.212327393271974,-1.11521241069858,1.37471826711188,-0.750485610424624,1.27942966424396,0.834980430101836,0.857759054021341,0.71249814634235,1.04723447481437,1.0369844244567,0.352616056926085,-0.0340197367191509,-0.733780987769372,-0.273197421665438,0.177203415070057,0.792860830952797,-0.246988159149754,-0.082627795157441,0.278802741998206,0.81317826911514,-1.26954344128921,0.0155608477031597,-0.717212977601699,0.366100198850286,0.919061856344727,-1.0570369860764,0.943003218134975,0.633697356363803,0.729436018088631,0.80463674253566,1.98241244577696,2.01413222891519,1.45336455864082,-0.0684110130987713,2.04695162451046,1.40435228376802,3.41954844688894,0.591926662964505
Acacia crassicarpa,0.0557807440777763,0.114865418747573,0.391938073634868,0.767041629026154,0.299094115724869,0.688322153133052,-1.2023266882666,1.35071583004713,1.23556049587717,1.25065374983827,1.10544443636301,1.05367905733813,1.11760219701957,0.997152906550271,0.628618416439789,-0.952383951094417,0.225354570712169,0.527625948515042,1.24097980510866,-0.261531489549956,-0.572032330857667,-0.184231903236256,1.10697129333137,-0.740523975543064,1.06055667244087,-1.18287270281691,0.567653989744207,1.25820516669498,-1.4041871607586,1.12596513691688,0.96474440702829,0.86045408668686,1.1671509175525,1.38109940611862,2.14145648584489,-0.024878455497916,0.967001254731422,2.30588845474105,-0.0496671251555329,2.60598304344122,-0.197328494231003
Acacia dimidiata,0.0823523114970385,0.098091351602113,-0.0390865596285111,1.2646385227278,0.755763191052086,-0.174293845226762,-1.06120461801312,0.374306204186708,1.45506551490839,1.46406384662758,1.25324401573285,1.30975549948478,1.11847847715612,1.48177984885456,0.740854830494063,-0.926856123909911,0.849696863812184,0.903612586784148,1.40238225986819,-0.363812967548107,0.174782400636617,-0.430164420385335,1.2678603762502,0.18560640096489,0.880222829983811,-1.06931923897464,1.03693015523055,1.19578517133575,-1.01336850354167,1.36806982371225,0.985762503580793,1.19375421641598,1.23011032670135,0.670932495559395,1.47111029814477,-0.609428645809836,1.39280198775839,1.53104245384175,-0.619860981409326,0.795073392482413,-0.573153194863297
Acacia eriopoda,0.167892468033193,0.295009598137052,-0.0195459645691981,1.42293426051031,0.925631057777681,-1.08484704327969,-0.728272110121718,-0.312340028636437,1.37681563658425,1.38798670643001,1.11480827890114,1.39129268367405,1.11847847715612,1.15904850974316,1.16040664413626,0.116893337859183,1.33251997348019,1.55974149944947,1.22728806828984,-0.427650684184771,0.515684692540584,-0.439689641493335,1.21032036978605,0.902249114284786,0.630511810559691,-0.712671792609971,1.24804547660633,0.983559474061897,-0.578401914115952,1.5768612417307,1.01189435556869,1.33881656573413,1.06511226924192,-0.396300657164418,0.039623831114102,-0.588444038970665,1.23345884948283,-0.0585356140113914,-0.59145916490306,0.0302827472836767,-0.475447350733955
Acacia furcatispina,-0.198408101026975,-0.125928205849289,0.081677655761445,0.813706819017898,0.30493869023239,-0.777184355293995,-0.786414449617007,-0.204212475433982,0.683194895857644,0.713625500172186,0.812158585202681,0.421885252313105,1.00788712238814,0.559426478897053,0.101944131427861,0.270036968775638,0.861513064874476,1.30004726452369,0.680250312814981,-0.352922235903105,-0.0250855483781063,0.583128601873607,0.702701986540352,0.878159089775136,0.718233800575901,-0.778530346084414,0.507273791223849,0.684979866931375,-0.636467838148914,0.8095733195682,0.524836306704397,0.522450939747332,0.748485682580935,-0.192713892322692,-0.105422988638526,-0.361593668303438,0.484036219681488,-0.0819446142067709,-0.382644261499866,0.279544127587679,-0.434241252809657
Acacia holosericea,0.1375221567546,0.336434020641332,0.213477033815926,1.21529022048679,0.566089303118698,-0.428797732317108,-0.947857717362483,0.148825208434866,1.28114885063165,1.29497626803651,1.12962789409265,1.12828095436024,1.11847847715612,1.22856112253208,0.678675779190504,-0.468668028523231,0.929336907552078,1.10316170161575,1.2276892415867,-0.375848010088227,0.229354742541334,-0.365646910748299,1.14022722102607,0.444985285718793,0.80290313717606,-0.936854505707053,0.948924463176507,1.05501481529227,-0.872080227412882,1.29515368707096,0.881371171538327,1.07700608137531,1.09601663658299,0.327025357817364,0.954217600200253,-0.474161877879391,1.20593203201239,0.963045728418022,-0.471521678362627,0.933617272082302,-0.479067997995464
Acacia hylonoma,-0.95378533819667,-0.615161465115016,1.14928905563318,0.619316231142067,-0.592779606813784,1.39232393685372,-1.11543232777953,1.91032525442342,1.0332239803098,1.0539354444354,0.968281981554283,0.867585079338107,1.11847847715612,0.793731344444273,0.435944535573074,-0.824523046832781,0.089181733721946,0.484438643172729,1.06309996129027,-0.301045554312826,-0.392528701153381,0.830684305274993,0.958001789081581,-0.772680881359121,0.832517329330739,-1.08273828053282,0.362351654284544,1.11740915291415,-1.33859200776838,0.98476528200322,0.823900992292577,0.69096579103762,1.0263811359655,2.41224204571186,3.05619166532051,0.814406234032023,0.553888523345159,3.46462703972653,0.72282670729473,4.63235663166571,0.258707219367113
Acacia leiocalyx,-0.0615881226672996,0.578067195971941,0.582546428034565,0.720403781523686,-0.364632684824246,-0.273501576781007,-0.725731257560869,0.0206581478547986,0.700591473184209,0.730539032570901,0.771291488192405,0.583696475056609,1.0716607445094,0.476169751104314,0.186281811832968,0.219967777606172,0.700046437733648,1.18996854210147,0.676297439331667,-0.353462999797226,0.15355337335945,-0.303926058875326,0.715487139229414,0.576381489307155,0.550265431096939,-0.700300405563593,0.466082582884346,0.685458566982182,-0.663735442981217,0.903834624502991,0.532749519959582,0.589724570257127,0.724198864903434,0.248875512756171,0.0832724490409126,0.393235198787305,-0.584016574804299,0.13364961445413,0.456070202086187,0.699549207816653,0.0308491673818057
Acacia maidenii,-0.218503067795378,0.19966130995743,0.993100814231798,0.434138521937383,-0.872397615586184,0.262952462881032,-0.826083057513202,0.270409975324538,0.557721689239627,0.591313479701135,0.703123488614267,0.396226193869915,1.03693131656963,0.294751950267996,0.140378651365671,0.00800437091484532,0.297817791407016,0.577033500604035,0.601671838588994,-0.328283221046304,-0.114909558471014,0.054367822583061,0.610624914491261,0.049740140546924,0.549184788018255,-0.804517398552364,0.15522128117585,0.695826452838825,-0.879024937567015,0.60809750690827,0.517583289302979,0.348272279834972,0.690177062696796,0.599133260238067,0.332483107165327,0.72093698573546,-0.685400433576195,0.396127408034781,0.776576857318872,1.01600536450925,0.28284822178111
