allmb_name,Aspect,BulkDensity,ClayPercentage,annualPET,aridityIndexThornthwaite,climaticMoistureIndex,continentality,embergerQ,growingDegDays0,growingDegDays5,maxTempColdest,minTempWarmest,monthCountByTemp10,PETColdestQuarter,PETDriestQuarter,PETseasonality,PETWarmestQuarter,PETWettestQuarter,thermicityIndex,OrganicCarbon,PhCaCL,Slope,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
Acacia mearnsii,-0.0584829182749541,0.582077868197254,0.100448788371296,0.0327208662864248,-0.509333317944149,0.215356358767148,-0.823984766061012,0.130685941294178,0.151941653931595,0.180119586762955,0.459430203886175,-0.190808932068957,0.517786173393277,-0.167453937890728,0.262463864045784,0.316757367744603,-0.024303171893788,-0.536015807994759,0.282485023354566,-0.307360368771846,-0.126124498969688,0.0579122974378226,0.31375286900839,-0.239104230563188,0.455920699447234,-0.81753610511945,-0.178466196708489,0.580521278005371,-0.932191340498572,-0.296955667517924,0.500865443437809,-0.110669986849544,0.499489695340929,0.286081919121413,-0.102402265290522,0.880008936678287,-1.09945145851859,-0.0633693762307558,0.835067614455361,-0.021046426269809,0.55151994915841
Acacia melanoxylon,-0.0531613932804087,0.197250289312804,0.540586259118713,0.152565762509088,-0.676138721012762,0.44142642920207,-0.811657425016226,0.282155748618572,0.199964431352404,0.208606898230226,0.487447954656954,-0.142496674829065,0.463333407001191,-0.0209413160065811,0.338320372530669,0.212808890019289,0.110980655249614,-0.278070268333786,0.307737270761613,-0.296300334899966,-0.206015267246607,0.361155206677104,0.348924743154666,-0.096310519688737,0.488095534442384,-0.79899132177145,-0.12142909380899,0.576713301368694,-0.890007982724851,-0.172804340375065,0.513212656137012,-0.050143047185847,0.51410591252144,0.585593341923117,0.262414766814652,0.90926091969153,-0.860715524255153,0.327216521560696,0.924523102944049,0.571009935085074,0.581031028742737
Acacia obtusifolia,-0.261426109332546,0.311598737559291,0.193984810151199,0.147811878267852,-1.13232512986755,0.552829779885752,-0.778603952492256,0.305443535506783,0.22938438422733,0.26927973118494,0.497227922891624,-0.0269697022080151,0.574896944657737,-0.0257114308487349,-0.15367965771782,0.174141838067852,0.120154074131684,0.332666824709907,0.314736632125927,-0.331928720535214,-0.510131434350703,0.418626433483246,0.370768165937047,-0.129391494722327,0.427248492984594,-0.765073014020647,-0.131416460614685,0.557510341672603,-0.86943164527397,0.272665910016935,0.341596202688105,0.00466745496660458,0.514145191406845,0.65971943362255,0.258869887264662,1.11930542557564,-0.995997040426689,0.315303232410048,1.10782991599124,0.860731691219047,0.465404381649993
Acacia oswaldii,0.0982978581807791,0.530420287435797,0.819050986755582,0.82620845657559,0.866952568763388,-1.11475701458344,-0.551246063504167,-0.402451372393687,0.673470559737697,0.704115549685237,0.686596348560888,0.553557180707604,1.03182084417478,0.3058377394681,0.659141078694777,1.00799138671953,1.23927350482392,0.656042688730417,0.600420529337643,-0.41933263221831,0.788879143268184,-0.453275511909242,0.695487405721735,0.928275329490188,0.429860498873428,-0.536010464144897,0.773578091143946,0.650592658293116,-0.416142819168963,0.547543881423097,0.680268531470494,0.712956481179902,0.664886772684359,-0.547931156350313,-0.654330214089081,-0.149521414396135,-0.884610408296485,-0.647226962674859,-0.153560604181854,-0.581147386850984,-0.260523867818683
Acacia platycarpa,0.107272352899441,0.275561031842316,-0.0484955519670894,1.29138759424004,0.624875226292409,-0.49957865191108,-0.951349835077453,0.118381208809541,1.35262977285476,1.36447240346681,1.17285449307771,1.20670005685989,1.11847847715612,1.31011382160104,0.749014748731733,-0.505657545126339,1.00111581490906,1.17798195759155,1.28808824976134,-0.383403763165731,0.140955735746959,-0.411910228391685,1.19277131863242,0.51591778716916,0.824149899272624,-0.945273251847681,1.0331999288883,1.0829164918273,-0.856936309467347,1.36295810529753,0.923669568582175,1.15277983288454,1.13441813158683,0.27147904567065,0.948213620270712,-0.544788878393719,1.3351719159259,0.933154319885234,-0.53515403164023,0.760387961975704,-0.514064415597621
Acacia sparsiflora,0.177132433780715,0.674242311565204,0.995319896930388,0.928673970772001,0.125900850372538,-0.701564063812169,-0.649620686720351,-0.197912716867091,0.770778908510184,0.798777596920903,0.798585978428416,0.658631873478713,1.11497804259995,0.591572442438529,0.270195937637848,0.424507953223973,0.997276688104546,1.55362606760626,0.698976809862778,-0.369920328484505,0.597857872632439,-0.429662297226031,0.766469088777319,0.989876924501076,0.555862112003181,-0.618358519508562,0.671160430455813,0.661598466594912,-0.497754374388325,1.0340326892203,0.541068343393845,0.727072884247022,0.729473626620851,-0.0740053024172136,-0.141592931938479,0.137962169283978,-0.458609620735778,-0.118581740804281,0.159285599903456,0.323339157039049,-0.168540995151757
Acacia tenuissima,0.00700636239897385,0.242833538938572,0.24263690296649,1.34530189930246,0.780888895606885,-1.0695895326349,-0.642066410101106,-0.335872271009727,1.18016588082525,1.19679725848325,0.989399339419541,1.14054893944905,1.11847847715612,0.987148769693696,0.722351192641116,0.403576772227145,1.38518075268012,1.6836921720078,1.02534996987239,-0.416161981182306,0.545928423913718,-0.471826871638296,1.0665960990577,1.08770163362948,0.547162275984837,-0.617239649981637,1.148732302549,0.846846771966254,-0.450124342484884,1.43192608048726,0.796790682940606,1.18403094808758,0.932530332456153,-0.389495826560395,-0.162412346749374,-0.475140660580135,0.642238427956676,-0.200102542701947,-0.456674517275527,0.0605435108936227,-0.454236924626394
Acacia torulosa,0.0897641086926196,0.288831841963389,-0.105840797708193,1.26694145744042,0.690290645454357,-0.484774934202518,-0.955300582886021,0.125047490575366,1.33785687235993,1.35010969714523,1.16121672493686,1.19281964837935,1.11847847715613,1.28017010688912,0.706829750412663,-0.465480417921364,0.991659066807993,1.14447392637469,1.27422031684628,-0.384323762928435,-0.0713296773045758,-0.438215603031675,1.18202878065318,0.466597070391374,0.823183495222236,-0.945562610092409,1.02110598015629,1.08769175340987,-0.871464665637552,1.35435453039209,0.909293680600674,1.13934764017868,1.12806629693085,0.286254522992912,0.977213588768352,-0.550591059528847,1.35968008530525,0.967616862669498,-0.555866627860071,0.893596599846283,-0.529431618600053
Acaciella angustissima,-0.0557657684927907,0.0437852409295255,0.3552749349646,0.871768332260157,0.312328007242773,0.0182468459611824,-1.10175112271404,0.503249297230836,0.802163675196802,0.820302833079559,0.978044598641391,0.295205888344316,1.03946508610849,1.02437323527876,0.86337015587092,-0.73143435790063,0.47695285199415,0.639766606006578,0.854669458653795,0.0389777936397287,0.149347008124924,1.07852334193125,0.789875708621219,0.722299476130273,1.22516430787948,-1.09304291717456,0.44510783858397,0.889422670942903,-0.964316622796687,0.641425757649205,0.790349799511658,0.426233373628354,0.921680515709296,0.72470047592108,1.09198396808638,-0.0958090783134878,0.667939170226552,1.06914961094615,-0.0793700355436883,0.800987074755688,-0.096915362865452
Acaena elongata,0.0318912282478078,-0.609451788388173,0.597503897734747,0.188652018344357,-0.321192007801571,0.804727901154853,-1.37631316989706,1.33633457701187,-0.0199482682099627,0.0244373897200505,0.639820332183948,-1.00035598757936,0.427531589484119,0.69325962542076,0.303889399875647,-1.58479455130285,-0.59968452925135,-0.255212205941809,0.189421018304511,0.266337086740503,-0.249586236763391,2.42155644907299,0.187807598892543,0.145114612424286,1.73896873968011,-1.36240182689706,-0.793578828711958,0.595932755766451,-1.35100989172345,-0.454759792767037,0.381798762321747,-0.760023269166609,0.591682172395331,1.13995039534894,1.17170088407241,0.345693784562521,0.164166675014049,1.21173179724734,0.406704175765414,1.17560901569098,0.231120137611361
Acaena novae zelandiae,0.0869191646680994,0.0636990452374265,0.532771562024113,-0.0331125390043149,-0.568711635163189,0.531861698363794,-0.808548584742008,0.28004371259008,-0.00152311228176463,-0.031517890165058,0.366264571152279,-0.412732380782823,0.197305585954921,-0.225003902800142,0.485516278827268,0.309516105269933,-0.0582278326597394,-0.873534273203627,0.148959917554842,-0.223323413787823,-0.265674505788749,0.406921852478832,0.203085781072127,-0.255455371258302,0.432774533135715,-0.80073176006472,-0.308725411084553,0.514586735459826,-0.923499561477357,-0.646372734918531,0.530801286615268,-0.278053746341887,0.417322460403066,0.528281534416545,0.117272202804957,0.947354868363043,-0.947481284915203,0.172716762214249,0.979745298048706,0.0578795361082099,0.883265476125646
Acaena splendens,-0.227814278335944,0.0665739360699439,-0.0779042696633611,-0.154191691719008,0.734152298320378,0.000815360136822919,-0.786375489701021,-0.0824756421601118,-0.607893064741869,-0.792114600352413,0.102025884031974,-1.4562106537663,-0.808899683192098,-0.370796583500154,0.979315501972149,0.386810238399902,0.0132636924247071,-1.81096479502919,-0.353786729141619,-0.332794198831142,0.0435113851738829,2.80701679782244,-0.233749479417521,0.927542852543634,0.78487588440194,-0.759891789642254,-0.702750380917078,0.176147836038204,-0.701604232409227,-1.718504226134,0.400368056544711,-0.948470891172638,0.103913821908776,0.0495720942907649,0.229651456831489,-0.208869667797387,0.426428627206725,0.269404340363708,-0.188690077136092,-0.851655711703168,1.19090901457007
Acanthophyllum laxiflorum,-0.16005841391556,0.190062293185368,0.0496696996122511,-0.0403862174591697,1.0734700947952,-0.691940425604215,0.220749685008944,-0.416118467426399,-0.527575203367104,-0.591751809583327,-0.190860423863843,-0.451006479824734,-0.378432160762417,-0.458026556791784,0.877724170636686,0.85593834410064,0.383997497537701,-1.33631754281618,-0.464749552590807,-0.278522399878201,1.34181140230938,1.38483189190388,-0.162709296592564,0.928799518186515,-0.253232783368845,0.134235420325103,-0.00339852887920711,-0.290390182038233,0.406473009277363,-1.86081792883686,0.603626306905657,-0.175209760573284,-0.19322825584082,-0.445428696191812,-0.301123445191273,-0.541262302144839,0.659394336847895,-0.299579586081819,-0.538166840250875,-0.989308258993611,0.142666872787445
Acanthospermum hispidum,-0.0435802634957946,0.330297165954971,0.452068483596801,0.935218020716665,0.0945478971220735,-0.208103200525925,-1.04129654367397,0.359401842041742,1.04485083526143,1.06322516556121,1.02276996331073,0.781351927161582,1.0908315667112,1.02797175544997,0.597858141715732,-0.644153754279151,0.551621422860717,0.788960789156289,1.03492996728998,-0.30238327131598,-0.0347905240190863,0.030550791589626,0.967326621875943,0.190319339867649,1.02839088173915,-1.02624360067431,0.606290204108061,1.01317622162152,-1.03441265456318,0.960459949671867,0.821881439202139,0.747947180334161,1.01535389886155,0.434980108779779,0.736343674945416,-0.102382104906786,0.494856025345207,0.708445189562243,-0.056180370750485,0.704345054198118,0.0442022718758233
Achillea nobilis,0.00681153890141035,0.176000167708648,0.23521365895699,-0.557179572510742,-0.43407506402795,0.248321525545833,0.11368142465288,-0.222663198114255,-0.564211444490142,-0.651314946823896,-0.248365030558002,-0.115454722834321,-0.369687660573818,-0.735415046797116,-0.570567249480556,0.628932657302802,-0.260769108103989,-0.125228269151692,-0.384794191253821,-0.196981776007817,-0.0663341756637979,0.04740173628653,-0.16138551322701,-0.909889684279124,-0.632922944375108,0.134520615970295,-0.234136917147157,-0.0459248142016239,-0.0865336605448256,-0.140025683037819,-0.167475835116338,-0.152847168380706,-0.155919155083546,-0.0915275084369665,-0.32577276604782,0.411263047078223,-1.00683854437838,-0.30623834320668,0.370119883056971,-0.0898046414482819,0.0712313913873841
Achillea setacea,-0.131560418083885,0.235029088052226,0.455377323241896,-0.352798146505127,-0.0543975072261626,0.0863686765465097,0.00134066177019397,-0.229206403901559,-0.371098248775362,-0.507685265584617,-0.120371963090953,-0.109991421420551,-0.261408918840743,-0.590469419629836,0.121607403133307,0.684425141832989,-0.0105384649292764,-0.798578533832581,-0.26803534847014,-0.270256518719253,0.248284039870875,0.580571928060381,-0.0552807136289182,-0.556787271529878,-0.446704751260886,0.00448748879338744,-0.0675115526970966,0.0622381920776599,-0.131174944799971,-0.642320348091084,0.239052754692106,-0.0701236591052735,-0.0337662377677965,-0.0740869485130154,-0.257258208344458,0.234178187552159,-0.806702625142496,-0.239326422046811,0.234492784759545,-0.361946882436833,0.277949371325501
Achimenes longiflora,0.159694315146377,-0.104197001554921,0.383893104407531,0.866457667616364,0.51730367942293,0.722176638643017,-1.36542617188726,1.45272026899627,0.972387603521988,0.99478829091746,1.11712534238343,0.405374366061856,1.11847847715612,1.26402640182102,0.878757315552259,-1.35786567508428,0.208073615975476,0.405278569720227,1.03764557590108,-0.120152235424423,-0.114645981108208,1.37726408673144,0.913941567566442,0.0732983430129203,1.6295958081549,-1.35675650998917,0.355775981152111,1.12670865161218,-1.35592462228517,0.672435222605132,0.899633972062809,0.44150503181427,1.10372319868141,1.63930454854262,2.04378374860071,-0.137820377762214,0.67525892195342,2.01965166818341,-0.110952870528853,1.20778046641993,0.44082041265923
Acrotome inflata,0.191759774505148,0.679997403647531,-0.311227678708612,0.999713066715085,0.617808616802161,-0.984849264273704,-0.78619091164828,-0.323778109473314,0.680009648784054,0.707204033790717,0.86142207254811,0.282535077485837,0.991319203300836,0.801413395371318,0.232077192908135,0.0498666053774371,0.905551441414085,1.16610160335781,0.660993405863697,-0.457466307132069,0.262762493063639,-0.307239660748959,0.699965346651517,1.54236919334484,0.820915713507962,-0.765495170573813,0.517118361168203,0.579014340466104,-0.480986296835368,0.735872602842119,0.492104240517414,0.47485201094723,0.729116998981516,-0.381276235274121,-0.240804597242518,-0.545518685047437,0.736264274756395,-0.221975097530033,-0.564661739429262,-0.0914983688488827,-0.54341253133835
Actinidia arguta,-0.179984323527751,-0.549042239401105,0.338359568104091,-0.277275260234461,-1.93127440174818,1.51874045278027,0.0375085624595696,0.305806587036677,-0.182292791575205,-0.344259980464197,0.0423311893063372,0.573301624723664,-0.0715338740203054,-0.360954579902722,-0.548443072990648,-0.0601683722063016,-0.544076065276777,-0.0744341766368861,-0.0947341158407098,-0.0214069895720614,-0.391165831115283,1.08171527222816,0.120705161470001,-0.796293910634886,-0.55732600932395,-0.00413442690905628,0.0265882296522452,0.137176747330032,-0.175883409726295,0.376365956759948,-0.0722839231452814,0.213528486196587,0.0900496994096668,1.37164917063488,1.12999029381974,1.26858514245459,-0.422398430542751,1.12353333188668,1.24805031489844,2.19975018422202,0.429699274324686
Actinidia kolomikta,-0.00797563135080877,-0.408333585031597,0.207196015473223,-0.422520683587904,-1.7562947146686,1.45252543147287,0.142108167965393,0.175926303983218,-0.463193855532516,-0.535530884605086,-0.146427027898561,0.246561672503472,-0.285322301601708,-0.489468829336644,-0.642077409592925,-0.0374278810749559,-0.651951299110574,-0.215179124367569,-0.313583124010527,-0.0431180674164801,-0.215679468930858,1.41117508347702,-0.0902460027229026,-0.78949175836925,-0.607303895290225,0.0963466488925103,-0.240340898254379,-0.0620145245565421,-0.067895975318687,0.143160799778288,-0.262847867993195,-0.0717432040980402,-0.101407848472258,1.08645417800775,1.03293133531165,0.86013362410741,-0.201448827739027,1.05721581430851,0.805884247509103,2.12865013251087,0.200643551628496
Actinidia polygama,-0.0216982103896949,-0.481237716626377,0.371802591732286,-0.270915067180688,-2.02600736300559,1.59025798780036,0.0607588602645598,0.333707125749038,-0.153680148191602,-0.336147801415036,0.0399590258014935,0.645899772260791,-0.0555760791102362,-0.372092782876943,-0.509090120144252,-0.0249973286952485,-0.534522271412924,-0.0400706338690832,-0.0724440978816771,-0.055528964116004,-0.385915472435951,0.996216349478034,0.14069868650967,-0.851263053923662,-0.590975424126973,0.0174502290853074,0.0858650354358081,0.160219681711049,-0.170041437632285,0.408015474026193,-0.0325143141330826,0.267438189967796,0.0997677569216614,1.4649435831412,1.17669576550164,1.49907655712672,-0.505379169028147,1.16924778974626,1.45794023374291,2.24956992924087,0.584450297672882
Adenanthera microsperma,0.0411634154634817,-0.0358660200340835,0.985066705187409,0.522306268140384,-0.31601968767629,0.766559824241745,-0.834419164414619,0.714724045740096,1.043524348484,1.06394980574123,0.883132800061127,1.1047914427402,1.10783487939994,0.744864586055604,0.280306276879304,-0.8326477223612,0.0497885500886707,0.319479541136506,0.973951633776143,-0.317058154640444,-0.422083151163753,0.33961270110025,0.965931812174247,-0.831283316195059,0.20474584350589,-0.817021423672004,0.615429823718819,0.987545689831175,-0.992441978144778,1.07635512957681,0.745018636175543,0.885591830044394,0.93639448249164,1.22032080629004,1.47519471997401,0.0306104535164023,0.342150659689227,1.53713540431104,0.0776790165602393,2.01114616237643,-0.0242781923900827
Adenanthera pavonina,0.0432790285422355,0.072140870878615,0.966633348066488,0.721253459886429,-0.649251365835033,0.973516608099664,-1.2567817193709,1.9745300795632,1.1735141187016,1.19033019360751,1.09471019992902,0.914243806877899,1.11847847715612,1.06183139698446,0.599888455037236,-1.24697855150936,0.0847203102342935,0.403224154800742,1.18245038878083,-0.264865159431661,-0.543995257456536,0.464566226004646,1.06132950158799,-0.740295093011157,1.29038564470002,-1.2397759809054,0.476976682794802,1.25065420799407,-1.45210388500166,0.987872712973389,0.960104631862029,0.749358620700498,1.15924610223532,1.87719449847464,1.92805719094938,1.16489769738524,-0.0185246190910532,1.96693676635536,1.18625907425071,2.22815793218946,0.829006119109804
Adenogramma glomerata,0.260220154694398,0.535631594959392,0.0473795515650176,0.505985953741081,0.955282772333538,-1.00811167546354,-0.891974378293496,-0.337520265294941,0.431349080753206,0.468772603347181,0.67764473958681,-0.050479313188291,0.971050264992821,0.188468876995574,1.402874873489,0.503601960235678,0.522234283957553,-1.14572920185685,0.532596118808622,-0.453397020010208,0.238643975726596,0.375979277857238,0.517801811199646,0.681770105537781,0.845430184288274,-0.873404394300409,0.208121998437978,0.677298638643425,-0.818796837570481,-0.432134501926708,0.857996529395847,0.16632163039202,0.66287577439559,-0.524647986239082,-0.575100342698394,-0.331031909797588,-0.166398795565129,-0.544752741556864,-0.330015469182906,-0.911414087310363,0.108910423110105
Adenophora liliifolia,0.0701332426625521,0.171009114019094,-0.0484608309308482,-0.622265983126823,-0.698254355847416,0.34758831628871,0.373360023014757,-0.247119746255023,-0.709633599582634,-0.726019960518647,-0.436988452224788,-0.224318939831434,-0.472793142936977,-0.793975230798927,-0.800293484930023,0.683047636457064,-0.295653494936482,0.258053366715074,-0.509943067828987,-0.269061298332407,-0.00781199340817799,0.178603331268012,-0.328138855147242,-0.722328573895485,-0.71366411063119,0.391160551052941,-0.293450841241217,-0.296812327683774,0.228246918146247,0.068931287117506,-0.436784916973665,-0.245578549862807,-0.371511154562185,-0.0667727449617394,-0.21760500380763,0.271995885809109,-0.782085555182671,-0.216801467061704,0.242529114971293,0.187091323738029,-0.0694161048345488
Adenophyllum cooperi,0.119991253294214,1.1108402230757,-0.389428299966048,0.56513185943908,1.14267082249022,-1.26245370907887,-0.0516397117506351,-0.50487039616629,0.375190350428618,0.323225074176415,0.418138757606912,0.690368458937049,0.309878094679288,-0.0388874889614694,1.33967530270339,1.38068232306354,1.26233597330517,-0.535360356394195,0.317740399509292,-0.478331052484433,1.22621949548755,0.837431962171712,0.478123030119554,1.25811983812985,0.0434308759302123,-0.0621165188917758,1.02517795438325,0.36666067459452,0.145873980625948,-0.520983333011385,0.804149370489275,0.799685729423657,0.386178285925814,-0.730856789785796,-0.80010992317715,-0.507515991876517,-0.685979430286846,-0.807226630332136,-0.447908887312228,-0.863952578479942,-0.292654727469107
Adenophyllum porophyllum,-0.0343802048407828,0.185008944746728,0.312122710600251,0.937330464413943,0.580767887801696,-0.352478586936262,-1.09377182204539,0.120685496683478,0.724848501169141,0.754122523795533,0.977647164192084,0.0959226470515936,1.05418924606634,1.07510404527698,0.908525771791948,-0.69881464480285,0.569475960602681,0.724995946162263,0.799072420453173,-0.0792013222308025,0.139448400408105,0.924972506618854,0.733149922426167,1.15919730242393,1.20288094993283,-1.09596679917065,0.451295169988811,0.804279775436749,-0.840500038430082,0.561032309548057,0.745886413869315,0.330304704554336,0.880715485526697,0.293829152731026,0.753813423271597,-0.368973281609966,1.04181910271012,0.749940277069766,-0.371149764833756,0.502075114043328,-0.352363551292704
