gbif_id,taxon_name,decimal_longitude,decimal_latitude
2244175785,Asclepias_syriaca,8.167778,50.000832
1899737646,Asclepias_syriaca,14.84583,46.8425
2288986915,Asclepias_syriaca,4.473783,52.294033
2244175415,Asclepias_syriaca,7.631111,48.043888
1986910721,Asclepias_syriaca,-92.458252,43.963362
1986910191,Asclepias_syriaca,-92.498753,44.056709
1703063963,Asclepias_syriaca,14.11021,55.89476
1703063962,Asclepias_syriaca,14.25458,55.89922
2234501087,Asclepias_syriaca,-79.0555,35.892972
1837899801,Asclepias_syriaca,6.783333,49.248055
1440683810,Asclepias_syriaca,-73.448193,41.294314
1275090747,Asclepias_syriaca,-72.73493,41.264705
1658227650,Asclepias_syriaca,-64.76992,46.09147
1899881988,Asclepias_syriaca,-71.27915,44.0062
2234359982,Asclepias_syriaca,-75.942528,38.53575
2234361184,Asclepias_syriaca,-76.127917,38.585111
2234361210,Asclepias_syriaca,-76.766833,39.044639
2234361610,Asclepias_syriaca,-79.055333,35.8915
2306268784,Asclepias_syriaca,-17.4,40.4
1930893044,Asclepias_syriaca,-73.59022,41.18425
1503276993,Asclepias_syriaca,-75.5999,38.6917
1320090206,Asclepias_syriaca,-76.9444,38.9037
1702840857,Asclepias_syriaca,-76.9382,38.8446
1249179747,Asclepias_syriaca,-73.568446,45.594245
1978007143,Asclepias_syriaca,-84.295659,37.716122
1899881192,Asclepias_syriaca,-80.5939,37.3255
1697351474,Asclepias_syriaca,37.599667,55.562833
1585951216,Asclepias_syriaca,-96.52553,37.52981
2234362761,Asclepias_syriaca,-79.0555,35.893086
2234523326,Asclepias_syriaca,-77.144167,38.353083
2234361665,Asclepias_syriaca,-77.840833,38.121889
1978879994,Asclepias_syriaca,-84.45725,42.082
1928554914,Asclepias_syriaca,-73.968128,40.778408
1978880027,Asclepias_syriaca,-84.46664,42.07771
1258066575,Asclepias_syriaca,-90.8681,38.5369
1978880286,Asclepias_syriaca,-84.46544,42.07719
1258053181,Asclepias_syriaca,-90.811944,38.474445
1258052533,Asclepias_syriaca,-90.263889,38.617222
1258092771,Asclepias_syriaca,-97.351111,42.3725
1503274869,Asclepias_syriaca,-84.9358,40.5
1586164049,Asclepias_syriaca,-77.783786,48.099417
1456045695,Asclepias_syriaca,-77.2322,38.6472
1258101555,Asclepias_syriaca,-90.637778,45.173056
1990674961,Asclepias_syriaca,-98.0019,38.7259
1503273431,Asclepias_syriaca,-76.8308,38.5772
1503273440,Asclepias_syriaca,-75.8331,38.6094
1503272850,Asclepias_syriaca,-75.2061,38.4558
1503272891,Asclepias_syriaca,-76.0761,39.0128
2265467376,Asclepias_syriaca,-93.177326,45.388256
1503276090,Asclepias_syriaca,-75.2119,38.4125
1930773956,Asclepias_syriaca,-75.865136,38.867664
1929828066,Asclepias_syriaca,-75.703547,38.834658
2265468167,Asclepias_syriaca,-93.172055,45.38985
2290638913,Asclepias_syriaca,4.47375,52.294083
2265466757,Asclepias_syriaca,-93.183013,45.388633
1503271691,Asclepias_syriaca,-75.9131,38.7268
1503276089,Asclepias_syriaca,-75.7036,38.8347
1503276075,Asclepias_syriaca,-76.6506,39.0686
1928932662,Asclepias_syriaca,-73.968414,40.778439
1257852970,Asclepias_syriaca,-94.98,40.0681
1978898958,Asclepias_syriaca,-84.175,42.1237
2234468531,Asclepias_syriaca,-81.007933,35.5455
2308381599,Asclepias_syriaca,-73.15,45.53
1978898548,Asclepias_syriaca,-84.1143,42.0875
1257910474,Asclepias_syriaca,-90.8203,38.4675
1978879319,Asclepias_syriaca,-83.8711,42.5348
2265459901,Asclepias_syriaca,-91.460556,47.656389
1930149879,Asclepias_syriaca,-77.93767,41.0265
2304159260,Asclepias_syriaca,-80.43,43.68
1899281271,Asclepias_syriaca,-78.60458,44.268469999057
1978898832,Asclepias_syriaca,-83.4492,42.74507
1927908890,Asclepias_syriaca,-73.938028,41.710289
1258111166,Asclepias_syriaca,-75.531853,38.709828
1586164111,Asclepias_syriaca,-73.692347,45.547164
1930753478,Asclepias_syriaca,-76.075389,39.008803
1928421141,Asclepias_syriaca,-75.693272,38.794439
1257893303,Asclepias_syriaca,-91.534167,40.256389
1928097532,Asclepias_syriaca,-75.97992,38.70972
1030475998,Asclepias_syriaca,-84.477583,42.714111
1319628085,Asclepias_syriaca,-77.3991,39.644
1929096982,Asclepias_syriaca,-92.561533,47.512508
1703298043,Asclepias_syriaca,-97.012417,49.566167
1929852618,Asclepias_syriaca,-75.93886,38.54525
1929702742,Asclepias_syriaca,-83.566992,38.929425
1248693207,Asclepias_syriaca,-72.75095,45.474142
1586164120,Asclepias_syriaca,-75.753611,45.441944
1930365607,Asclepias_syriaca,-77.39906,39.64397
1586164117,Asclepias_syriaca,-73.984958,45.947389
1258111148,Asclepias_syriaca,-75.979917,38.709722
864921985,Asclepias_syriaca,-73.9102,45.4396
1586164115,Asclepias_syriaca,-73.901726,45.515624
1586164119,Asclepias_syriaca,-73.611111,45.506111
1417512512,Asclepias_syriaca,-73.246111,45.324444
1586164112,Asclepias_syriaca,-73.7086,45.5035
1586164118,Asclepias_syriaca,-73.444722,45.6525
1258111137,Asclepias_syriaca,-75.789305,39.001139
2234467707,Asclepias_syriaca,-80.989783,35.583033
1258111126,Asclepias_syriaca,-76.242805,38.969445
1030480156,Asclepias_syriaca,-84.372472,42.764167
1927952605,Asclepias_syriaca,-75.83669,38.53144
2234467709,Asclepias_syriaca,-80.9651,35.580383
1928782594,Asclepias_syriaca,-76.24281,38.96944
1258111118,Asclepias_syriaca,-75.89775,38.681445
1318497188,Asclepias_syriaca,-76.572194,38.958889
1930319338,Asclepias_syriaca,-76.73267,39.16883
1928887065,Asclepias_syriaca,-76.57219,38.95889
1258114103,Asclepias_syriaca,-75.836667,38.531389
1930011523,Asclepias_syriaca,-75.10878,38.34019
1258111130,Asclepias_syriaca,-75.312056,38.716222
1929028119,Asclepias_syriaca,-76.06925,38.95125
1258111128,Asclepias_syriaca,-75.108778,38.340194
1930219518,Asclepias_syriaca,-75.76447,38.78197
1930348812,Asclepias_syriaca,-76.14511,38.76192
1931232404,Asclepias_syriaca,-75.31206,38.71622
1258111143,Asclepias_syriaca,-76.145111,38.761917
1317664966,Asclepias_syriaca,-76.7327,39.1688
1258111097,Asclepias_syriaca,-76.732667,39.168833
2268949704,Asclepias_syriaca,-75.764472,38.781972
1258111146,Asclepias_syriaca,-75.903278,38.707694
2268886412,Asclepias_syriaca,-75.738247,38.729289
1258111129,Asclepias_syriaca,-76.481028,38.999778
1503269856,Asclepias_syriaca,-76.4811,38.9997
1417512325,Asclepias_syriaca,-72.396872,46.871992
2291494657,Asclepias_syriaca,4.474712,52.294108
1586164109,Asclepias_syriaca,-75.737172,45.910881
1258089426,Asclepias_syriaca,-73.5878,43.7424
606658710,Asclepias_syriaca,-72.24722,41.81666
606658712,Asclepias_syriaca,-72.64527,41.595
811857361,Asclepias_syriaca,-95.2008,38.2267599990827
686195069,Asclepias_syriaca,-61.43722,46.04917
1930840066,Asclepias_syriaca,-73.437958,40.8366
1503269599,Asclepias_syriaca,-88.3137,42.4979
1257582252,Asclepias_syriaca,-89.486286,37.444572
1928155402,Asclepias_syriaca,-75.4111,41.2139
1989243115,Asclepias_syriaca,-86.510083,44.040883
728980753,Asclepias_syriaca,5.742526,51.817578
1030483791,Asclepias_syriaca,-84.391667,42.126944
1697623484,Asclepias_syriaca,39.642045,54.643867
606657417,Asclepias_syriaca,-71.12833,42.29861
233097073,Asclepias_syriaca,-95.2851,40.13345
1978072465,Asclepias_syriaca,-82.314203,37.2959
1230505124,Asclepias_syriaca,15.88333,48.43333
1261021915,Asclepias_syriaca,-90.501389,38.538611
1928015073,Asclepias_syriaca,-75.8492,41.4553
668745255,Asclepias_syriaca,-72.354722,45.616944
1929437477,Asclepias_syriaca,-76.74794,39.13575
668745252,Asclepias_syriaca,-71.167889,46.785008
2265506320,Asclepias_syriaca,-94.809722,48.196944
233097075,Asclepias_syriaca,-91.88089,42.77904
1844418654,Asclepias_syriaca,-81.144058,36.488642
1931085607,Asclepias_syriaca,-79.449761,39.091739
1343012737,Asclepias_syriaca,11.962852,55.229144
1417510507,Asclepias_syriaca,-73.595653,45.440597
1944833042,Asclepias_syriaca,13.3333,47.3333
317817502,Asclepias_syriaca,16.5168,48.301
1936232387,Asclepias_syriaca,16.5169,48.3017
1849180235,Asclepias_syriaca,-16.5169,48.3017
2290379358,Asclepias_syriaca,16.516944,48.301667
1657165031,Asclepias_syriaca,16.51694,48.30167
1831514902,Asclepias_syriaca,16.51694,49.31833
2234468326,Asclepias_syriaca,-75.79225,38.578861
2306169634,Asclepias_syriaca,-81.42,45.19
1928742949,Asclepias_syriaca,-73.615197,41.45208
2268929394,Asclepias_syriaca,-73.615,41.451944
1929651828,Asclepias_syriaca,-75.903113,38.707575
1989014627,Asclepias_syriaca,-86.15988,43.26515
728978945,Asclepias_syriaca,5.829454,51.808293
2309142908,Asclepias_syriaca,-80.3,42.77
233097071,Asclepias_syriaca,-92.53633,42.956
176883266,Asclepias_syriaca,-91.92623,42.29792
465894513,Asclepias_syriaca,-63.59057,44.65887
1417512243,Asclepias_syriaca,-73.8635,45.531
415946107,Asclepias_syriaca,-72.28194,41.7175
1935653384,Asclepias_syriaca,15.66444,46.78722
668745250,Asclepias_syriaca,-71.339167,46.7475
1978752581,Asclepias_syriaca,-71.233333,46.833333
1261005141,Asclepias_syriaca,-91.777778,36.839444
176883275,Asclepias_syriaca,-95.26117,38.179729999083
2305190687,Asclepias_syriaca,-79.54,44.03
176882830,Asclepias_syriaca,-92.38812,43.01392
1899346176,Asclepias_syriaca,-79.535556,44.029722
1257684203,Asclepias_syriaca,-92.5124,39.6501
1928481868,Asclepias_syriaca,-73.965416,40.782323
176883818,Asclepias_syriaca,-96.409444,39.487222
1261005727,Asclepias_syriaca,-91.643333,39.066389
1257887963,Asclepias_syriaca,-91.378333,37.197222
1844409631,Asclepias_syriaca,-81.463159,36.403181
2234468409,Asclepias_syriaca,-79.266667,35.936667
176883827,Asclepias_syriaca,-96.1775,42.0345
2289206552,Asclepias_syriaca,4.470927,52.299922
473447668,Asclepias_syriaca,-73.5874,45.5047
1844410490,Asclepias_syriaca,-81.898349,36.115029
1844412067,Asclepias_syriaca,-81.9275,36.08722
1697623474,Asclepias_syriaca,35.823333,54.96
1988882369,Asclepias_syriaca,-85.07111,42.900302
176884258,Asclepias_syriaca,-96.527778,38.413056
473450045,Asclepias_syriaca,-73.673733,45.03885
2265412693,Asclepias_syriaca,-91.62893,47.812337
1697822784,Asclepias_syriaca,40.069232,44.594881
1831514465,Asclepias_syriaca,16.455,48.30528
1844417649,Asclepias_syriaca,-80.243652,35.640168
473449898,Asclepias_syriaca,-73.314538,45.307601
176884283,Asclepias_syriaca,-97.887222,38.683333
1260999293,Asclepias_syriaca,-92.08944,40.33944
2234467038,Asclepias_syriaca,-79.235769,35.922726
1697822809,Asclepias_syriaca,40.105076,44.592423
465859878,Asclepias_syriaca,-62,45
1259192278,Asclepias_syriaca,-82.623056,35.49
176883811,Asclepias_syriaca,-96.830278,39.098611
176884213,Asclepias_syriaca,-96.836111,39.078889
1090623251,Asclepias_syriaca,-78.066667,40.533333
176884203,Asclepias_syriaca,-95.205278,39.045833
473438400,Asclepias_syriaca,-71.9842,45.3626
1090623232,Asclepias_syriaca,-79.466667,38.866667
415945745,Asclepias_syriaca,-71.6806,43.75624
2291930034,Asclepias_syriaca,5.913833,52.011
176883807,Asclepias_syriaca,-81.4729,41.5446
2265482111,Asclepias_syriaca,-96.289996,45.196755
668745238,Asclepias_syriaca,-72.25,46.1
1258790457,Asclepias_syriaca,-81.8375,36.275
2265532787,Asclepias_syriaca,-93.71028,45.515
1258814047,Asclepias_syriaca,-90.391667,38.8125
1258687638,Asclepias_syriaca,-94.553333,37.524167
1258772080,Asclepias_syriaca,-90.7,38.166667
2265579055,Asclepias_syriaca,-94.251564,45.933896
1503247382,Asclepias_syriaca,-88.2861,42.2656
176883799,Asclepias_syriaca,-97.133331,38.416668
2265393489,Asclepias_syriaca,-93.65853,43.506845
2265435813,Asclepias_syriaca,-92.339224,44.51999
1823456709,Asclepias_syriaca,-75,43
176884339,Asclepias_syriaca,-96.5917,38.3667
2268941492,Asclepias_syriaca,-74.621167,41.582333
176884170,Asclepias_syriaca,-99.251586,38.979866
1844411093,Asclepias_syriaca,-81.680385,36.214573
2268941578,Asclepias_syriaca,-88.0365,41.82
1258480815,Asclepias_syriaca,-90.693889,38.624722
415949873,Asclepias_syriaca,-72.70194,41.905
473306222,Asclepias_syriaca,-72.7121,45.779
1228468200,Asclepias_syriaca,-88.0833,41.8333
1258483648,Asclepias_syriaca,-88.96055,37.42555
415957400,Asclepias_syriaca,-73.47833,41.75472
415957398,Asclepias_syriaca,-73.39722,41.45583
1030483959,Asclepias_syriaca,-83.94389,41.94806
1258568755,Asclepias_syriaca,-90.7,38.16666
473301414,Asclepias_syriaca,-73.893093,45.295458
2268941819,Asclepias_syriaca,-86.081333,43.314
415934401,Asclepias_syriaca,-72.24805,41.82555
442112933,Asclepias_syriaca,6.25,46.400002
1261006546,Asclepias_syriaca,-92,38.77
176884224,Asclepias_syriaca,-94.637368,38.82939
1820374500,Asclepias_syriaca,-69.433333,45.35
2268942580,Asclepias_syriaca,-88.0515,41.828
1586164196,Asclepias_syriaca,-71.201,45.4744
233097074,Asclepias_syriaca,-85.683,42.772
1988866711,Asclepias_syriaca,-83.78227,41.93784
2265373502,Asclepias_syriaca,-95.571817,45.39048
1586165197,Asclepias_syriaca,-73.5915,45.4262
176884202,Asclepias_syriaca,-92.218801,42.818165
1586164220,Asclepias_syriaca,-71.151,45.4943
668745237,Asclepias_syriaca,-71.090278,46.881944
176884151,Asclepias_syriaca,-95.437544,39.072097
176883192,Asclepias_syriaca,-95.450737,38.905934
1260988152,Asclepias_syriaca,-94.22166,39.25833
2288868006,Asclepias_syriaca,4.556667,52.4
415963459,Asclepias_syriaca,-73.23694,41.47611
176883816,Asclepias_syriaca,-98.18192,39.270168
1989102118,Asclepias_syriaca,-83.496847,43.689459
176884185,Asclepias_syriaca,-96.5244,44.5051
1703293880,Asclepias_syriaca,-97.166667,49.7666669990701
1703293926,Asclepias_syriaca,-96.72455,49.077978
2265478550,Asclepias_syriaca,-93.17745,46.845996
176884214,Asclepias_syriaca,-99.924681,39.798512
465761373,Asclepias_syriaca,-65.639725,44.575462
1988754430,Asclepias_syriaca,-86.27175,45.97204
1988645527,Asclepias_syriaca,-88.22865,46.06252
1989301358,Asclepias_syriaca,-88.10572,46.08738
176884118,Asclepias_syriaca,-95.688223,38.583318
176884134,Asclepias_syriaca,-94.686845,38.425591
176884307,Asclepias_syriaca,-94.973343,38.702201
2265477748,Asclepias_syriaca,-92.519043,43.536578
1260978822,Asclepias_syriaca,-90.914444,37.913333
176884139,Asclepias_syriaca,-95.019889,38.469496
176884163,Asclepias_syriaca,-88.993461,37.310455
176884137,Asclepias_syriaca,-94.892077,38.687603
176884138,Asclepias_syriaca,-94.954928,38.716433
2265477704,Asclepias_syriaca,-96.079722,47.609444
1703293930,Asclepias_syriaca,-97.15,49.883333
1989433021,Asclepias_syriaca,-83.29551,44.65834
1038984904,Asclepias_syriaca,-72.9247,41.3114
176884323,Asclepias_syriaca,-94.974877,38.918714
176884111,Asclepias_syriaca,-95.24319,37.72532
415957427,Asclepias_syriaca,-72.84083,41.72777
2265429515,Asclepias_syriaca,-94.334167,44.579167
2265368917,Asclepias_syriaca,-96.188889,43.694444
1899275113,Asclepias_syriaca,-82.8361608486763,45.883198588405
2265449971,Asclepias_syriaca,-93.307222,45.665833
176884110,Asclepias_syriaca,-95.026368,38.897889
415924809,Asclepias_syriaca,-72.43805,41.76416
1823456716,Asclepias_syriaca,-88.4333,41.95
473518502,Asclepias_syriaca,-73.1555,45.5525
2265451403,Asclepias_syriaca,-95.260278,44.791389
176884108,Asclepias_syriaca,-95.665809,38.772893
1261132042,Asclepias_syriaca,-90.423,38.2946
1258087771,Asclepias_syriaca,-84.268333,37.90056
2265479108,Asclepias_syriaca,-94.548814,46.318701
1261129892,Asclepias_syriaca,-90.368056,38.618056
415957399,Asclepias_syriaca,-72.9075,41.33666
2265479410,Asclepias_syriaca,-96.570278,48.360278
1989424319,Asclepias_syriaca,-84.77494,44.63039
1261129840,Asclepias_syriaca,-90.194444,38.872222
2265479085,Asclepias_syriaca,-95.126389,46.438889
2265449427,Asclepias_syriaca,-96.275,48.409722
1030483812,Asclepias_syriaca,-83.66028,46.08528
2265478254,Asclepias_syriaca,-95.095556,45.825556
2265478137,Asclepias_syriaca,-93.516311,46.688685
1989272114,Asclepias_syriaca,-84.58229,44.49656
