decimal_latitude,decimal_longitude,taxon_name,gbif_id
13.770111,-86.455389,Sinclairia_discolor,2268939506
13.75,-86.383333,Sinclairia_discolor,2269018078
13.751639,-86.456333,Sinclairia_discolor,2268862598
14.40425,-89.36731,Sinclairia_discolor,1585321371
13.76325,-86.314944,Sinclairia_discolor,1258137589
13.804,-85.901889,Sinclairia_discolor,1258137683
18.577778,-95.081111,Sinclairia_discolor,2268824553
13.296389,-86.236111,Sinclairia_discolor,1257597125
12.991944,-85.831667,Sinclairia_discolor,1260856009
14.4,-89.35,Sinclairia_discolor,1585318533
16.934722,-14.916667,Sinclairia_discolor,1897372116
16.934722,-91.248611,Sinclairia_discolor,1894538979
16.9347,-91.2486,Sinclairia_discolor,1322711791
16.93472,-91.24861,Sinclairia_discolor,1260055035
18.1265,-96.961528,Sinclairia_discolor,1893924515
18.1265,-96.9615,Sinclairia_discolor,2235805879
18.153278,-96.852139,Sinclairia_discolor,1893924537
15.953111,-96.106555,Sinclairia_discolor,1897572990
16.547222,-89.096667,Sinclairia_discolor,1258939486
15.833889,-95.956944,Sinclairia_discolor,1893662633
13.483333,-88.533333,Sinclairia_discolor,1258939419
13.85,-89.66667,Sinclairia_discolor,1585318484
16.754722,-89.008333,Sinclairia_discolor,1258939688
13.566667,-85.7,Sinclairia_discolor,1258505139
13.48333,-88.53333,Sinclairia_discolor,1585318281
16.400556,-89.111111,Sinclairia_discolor,1258376714
16.413889,-92.919444,Sinclairia_discolor,1893573412
16.947222,-92.325,Sinclairia_discolor,1893573276
16.947222,-92.839167,Sinclairia_discolor,1893573467
16.947222,-92.351389,Sinclairia_discolor,1893573387
17.875,-90.875,Sinclairia_discolor,1421364988
17.499167,-92.011389,Sinclairia_discolor,1895209699
17.299444,-98.027222,Sinclairia_discolor,1895209615
16.991667,-91.608333,Sinclairia_discolor,1895209737
19.443056,-97.104722,Sinclairia_discolor,1896269541
19.4431,-97.1047,Sinclairia_discolor,1322975447
17.577778,-96.333333,Sinclairia_discolor,1261849198
14.958847,-92.176955,Sinclairia_discolor,1897533571
10.30111,-84.80388,Sinclairia_discolor,1259863701
15.1,-88.916667,Sinclairia_discolor,1258370725
18.85,-97.083333,Sinclairia_discolor,1895209679
16.383333,-89.15,Sinclairia_discolor,1261308151
17.62,-96.35,Sinclairia_discolor,1456031958
16.93,-92.138333,Sinclairia_discolor,1896206719
20.8,-105.416667,Sinclairia_discolor,1896206748
17.6167,-96.35,Sinclairia_discolor,1322064699
17.61666,-96.35,Sinclairia_discolor,1259856126
15.505556,-92.286111,Sinclairia_discolor,1895209751
18.411111,-95.091667,Sinclairia_discolor,1896269536
18.4111,-95.0917,Sinclairia_discolor,1321826980
16.683333,-94.233333,Sinclairia_discolor,1895351275
16.6833,-94.2333,Sinclairia_discolor,1320107886
0.75,-16.53,Sinclairia_discolor,1319508711
16.542,-88.758,Sinclairia_discolor,1456217026
16.533333,-88.75,Sinclairia_discolor,1261282142
18.584722,-95.073889,Sinclairia_discolor,1896206718
18.475,-95.069444,Sinclairia_discolor,1896206743
18.4167,-95.1167,Sinclairia_discolor,1321068094
16.731944,-90.948611,Sinclairia_discolor,1421417319
16.910278,-91.691944,Sinclairia_discolor,1895209761
17.075833,-91.629722,Sinclairia_discolor,1895209658
19.322778,-96.935,Sinclairia_discolor,1896206715
16.744444,-92.662222,Sinclairia_discolor,1895209670
16.75,-92.61666,Sinclairia_discolor,1258944164
16.724009,-92.679868,Sinclairia_discolor,1895351336
16.724428,-92.672375,Sinclairia_discolor,1930244430
18.495833,-90.65,Sinclairia_discolor,1421406358
18.588611,-95.076389,Sinclairia_discolor,1896206708
16.93333,-94.66666,Sinclairia_discolor,1259864674
18.246667,-95.026667,Sinclairia_discolor,1893662632
16.9333,-94.6667,Sinclairia_discolor,1321768468
18.5881,-95.075,Sinclairia_discolor,1928480552
18.563333,-95.202222,Sinclairia_discolor,1896206740
18.391667,-95.008333,Sinclairia_discolor,1896206732
17.171667,-92.119444,Sinclairia_discolor,1895209616
17.413889,-91.898611,Sinclairia_discolor,1421410645
16.7725,-91.033056,Sinclairia_discolor,1895209636
17.161111,-92.122222,Sinclairia_discolor,1421386026
12.3,-85.4,Sinclairia_discolor,1261293090
13,-85.91666,Sinclairia_discolor,1261293170
10.30583,-84.80916,Sinclairia_discolor,1259858471
16.860278,-93.424444,Sinclairia_discolor,1895209729
16.95,-94.6333,Sinclairia_discolor,1322266008
16.827778,-92.453889,Sinclairia_discolor,1895136796
17.295278,-92.521111,Sinclairia_discolor,1895209625
16.95,-94.63333,Sinclairia_discolor,1259863932
11.833333,-85.95,Sinclairia_discolor,1261280929
16.9,-92.44,Sinclairia_discolor,1258583936
19.7236,-96.8339,Sinclairia_discolor,1321141715
16.9099269591229,-92.4493775114954,Sinclairia_discolor,1894683764
16.825,-92.508333,Sinclairia_discolor,1895209609
19.723611,-96.833889,Sinclairia_discolor,1896269537
16.871667,-92.476944,Sinclairia_discolor,1895209714
13.233333,-85.633333,Sinclairia_discolor,1258702562
15.728333,-92.949722,Sinclairia_discolor,1259863013
15.4876,-92.1189,Sinclairia_discolor,1319064895
15.081389,-88.092222,Sinclairia_discolor,1258944069
11.833333,-85.966667,Sinclairia_discolor,1261277972
15.488399929631,-92.1188259121578,Sinclairia_discolor,1895351319
15.096667,-88.074722,Sinclairia_discolor,1261308274
11.816667,-85.966667,Sinclairia_discolor,1261289014
12.966667,-85.866667,Sinclairia_discolor,1261286316
16.11,-91.5675,Sinclairia_discolor,1895209594
